"application_id","address","street_number_from","street_number_to","street_direction","street_name","street_type","data_type","date","comment","data_source","latitude","longitude","location"
"083","3200 E 98TH ST","3200",,"E","98TH","ST","HIGHWAY AUTHORITY AGREEMENT",,"MGP","HISTORIC DEPT. OF ENVIRONMENT",,,
"166","5604 N KEDZIE AVE","5604",,"N","KEDZIE","AVE","HIGHWAY AUTHORITY AGREEMENT","2002-07-17T00:00:00.000","LUST","HISTORIC DEPT. OF ENVIRONMENT",,,
"227","6000 W ROOSEVELT RD","6000",,"W","ROOSEVELT","RD","HIGHWAY AUTHORITY AGREEMENT","2004-10-26T00:00:00.000","LUST","HISTORIC DEPT. OF ENVIRONMENT",,,
"ENVBRW13719","1940  W GARFIELD BLVD","1940",,"W","GARFIELD","BLVD","NFR LUST","2000-02-15T00:00:00.000","Amoco Oil Co. #15945:, IEMA #: 912255, 912598, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: N, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316675041 , COMMENTS:See also #912598.  RL 12/17/99 approved field work extension  until 01/25/2000.","HISTORIC DEPT. OF ENVIRONMENT","41.794036307817215","-87.67344140063977","POINT (-87.67344140063977 41.794036307817215)"
"ENVBRW13794","6954  W NORTH AVE","6954",,"W","NORTH","AVE","NFR LUST","2000-11-15T00:00:00.000","Amoco Oil #5219:, IEMA #: 931739, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316195096 , COMMENTS:RL 9/08/00 approved HAA exten until 4/01/01.","HISTORIC DEPT. OF ENVIRONMENT","41.909075748933134","-87.79933860356446","POINT (-87.79933860356446 41.909075748933134)"
"ENVBRW14110","1900  N NARRAGANSETT AVE","1900",,"N","NARRAGANSETT","AVE","NFR LUST","2005-02-23T00:00:00.000","Harris, Baruck Partnership:, IEMA #: 20040890, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: N, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316195299 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.91468062685897","-87.78532673731392","POINT (-87.78532673731392 41.91468062685897)"
"ENVBRW14144","245  E OHIO ST","245",,"E","OHIO","ST","NFR LUST","2004-12-30T00:00:00.000","Dancona & Co.:, IEMA #: 940293, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316085210 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.8924790591124","-87.62090237989108","POINT (-87.62090237989108 41.8924790591124)"
"ENVBRW14326","130  W NORTH AVE","130",,"W","NORTH","AVE","NFR LUST","2009-10-14T00:00:00.000","Shell Oil Products US:, IEMA #: 20080992, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316240020 , COMMENTS:See also #910780, 20100415..","HISTORIC DEPT. OF ENVIRONMENT","41.91127206809849","-87.63311717438927","POINT (-87.63311717438927 41.91127206809849)"
"ENVBRW14412","4201  N LINCOLN AVE","4201",,"N","LINCOLN","AVE","NFR LUST","2008-05-20T00:00:00.000","Jubilee Oil Company:, IEMA #: 20060899, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316165113 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.957865975895395","-87.68119210442761","POINT (-87.68119210442761 41.957865975895395)"
"ENVBRW14441","2163  N MILWAUKEE AVE","2163",,"N","MILWAUKEE","AVE","NFR LUST","2008-12-16T00:00:00.000","North Star Trust C1626:, IEMA #: 20070580, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316225259 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.92058749403807","-87.69333976819355","POINT (-87.69333976819355 41.92058749403807)"
"ENVWRK35880","233 N FIELD BLVD","233",,"N","FIELD","BLVD","THORIUM PERMIT HOLD RELEASE","2014-09-23T00:00:00.000","OPENING FOR UTILITY LOCATIONS","DEPT. OF PUBLIC HEALTH",,,
"ENVBRW13905","135  S LA SALLE ST","135",,"S","LA SALLE","ST","NFR LUST","1997-07-25T00:00:00.000","La Salle Partners Mgmt. Ltd.:, IEMA #: 970872, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316325106 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.88001645393784","-87.63216230695389","POINT (-87.63216230695389 41.88001645393784)"
"ENVBRW14175","502  W 47TH ST","502",,"W","47TH","ST","NFR LUST","2000-04-05T00:00:00.000","Callahan, Richard:, IEMA #: 20000078, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316615337 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.80910686096742","-87.63843618297456","POINT (-87.63843618297456 41.80910686096742)"
"071","501 W 24TH PL","501",,"W","24TH","PL","HIGHWAY AUTHORITY AGREEMENT",,"MGP","HISTORIC DEPT. OF ENVIRONMENT","41.848026855051344","-87.64010281222166","POINT (-87.64010281222166 41.848026855051344)"
"ENVWRK23496","400 E MONROE DR","400",,"E","MONROE","DR","THORIUM PERMIT HOLD RELEASE","2012-07-26T00:00:00.000",,"DEPT. OF PUBLIC HEALTH","41.881029716882956","-87.61728156640459","POINT (-87.61728156640459 41.881029716882956)"
"ENVWRK70720","7100 S KEDZIE AVE","7100",,"S","KEDZIE","AVE","HIGHWAY AUTHORITY AGREEMENT HOLD","2021-05-03T00:00:00.000","FORMER AMOCO STATION # 5962","DEPT. OF PUBLIC HEALTH","41.764295036756856","-87.70295716211793","POINT (-87.70295716211793 41.764295036756856)"
"ENVWRK39326","225 N COLUMBUS DR","225",,"N","COLUMBUS","DR","THORIUM PERMIT HOLD RELEASE","2015-09-14T00:00:00.000","CONDUIT INSTALLATION","DEPT. OF PUBLIC HEALTH","41.88637313825587","-87.62054303016784","POINT (-87.62054303016784 41.88637313825587)"
"ENVWRK34502","401 E ONTARIO ST","401",,"E","ONTARIO","ST","THORIUM PERMIT HOLD RELEASE","2014-06-20T00:00:00.000","STREET OPENING RESTORATION","DEPT. OF PUBLIC HEALTH","41.893341296312244","-87.61758915120579","POINT (-87.61758915120579 41.893341296312244)"
"ENVBRW14085","314  W GARFIELD BLVD","314",,"W","GARFIELD","BLVD","NFR LUST","2004-06-17T00:00:00.000","Firman Community Ctr.:, IEMA #: 20002327, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316685088 , COMMENTS:","HISTORIC DEPT. OF ENVIRONMENT","41.794615897411774","-87.63369873015351","POINT (-87.63369873015351 41.794615897411774)"
"ENVWRK23512","616 N ST CLAIR ST","616",,"N","ST CLAIR","ST","THORIUM PERMIT HOLD RELEASE","2012-07-27T00:00:00.000",,"DEPT. OF PUBLIC HEALTH","41.89317458343213","-87.62286152247202","POINT (-87.62286152247202 41.89317458343213)"
"ENVWRK28453","400 E GRAND AVE","400",,"E","GRAND","AVE","THORIUM PERMIT HOLD RELEASE","2013-05-21T00:00:00.000","WATER DEPT/ STREET LEAK","DEPT. OF PUBLIC HEALTH","41.89195818556234","-87.61757129554276","POINT (-87.61757129554276 41.89195818556234)"
"ENVBRW13890","2269  S BLUE ISLAND AVE","2269",,"S","BLUE ISLAND","AVE","NFR LUST","1997-04-25T00:00:00.000","Czarnowski Display Service Inc.:, IEMA #: 970194, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316315040 , COMMENTS:Heating oil letter","HISTORIC DEPT. OF ENVIRONMENT","41.85084205521194","-87.66944361741407","POINT (-87.66944361741407 41.85084205521194)"
"ENVBRW14311","2700  W 59TH ST","2700",,"W","59TH","ST","NFR LUST","2009-02-10T00:00:00.000","Marquette National Bank:, IEMA #: 911628, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316625005 , COMMENTS:731 Closure letter.","HISTORIC DEPT. OF ENVIRONMENT","41.78655563331392","-87.69122023266354","POINT (-87.69122023266354 41.78655563331392)"
"ENVWRK32704","1071 W DIVISION ST","1071",,"W","DIVISION","ST","HIGHWAY AUTHORITY AGREEMENT HOLD","2014-03-06T00:00:00.000","1071 W DIVISION ST","DEPT. OF PUBLIC HEALTH","41.90342216922847","-87.65537671140846","POINT (-87.65537671140846 41.90342216922847)"
"ENVBRW13615","102  S HALSTED ST","102",,"S","HALSTED","ST","NFR LUST","2008-04-23T00:00:00.000","Chicago Christian Industrial League:, IEMA #: 20051663, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316375019 , COMMENTS:Proceeding under SRP; PM is Guy.  Greektown Residential Partners LLC is not o/o of UST.  SRP LPC #0316375019.  See also #20070106, 20061606.","HISTORIC DEPT. OF ENVIRONMENT","41.88036578902458","-87.64746516978494","POINT (-87.64746516978494 41.88036578902458)"
"ENVWRK25725","420 E OHIO ST","420",,"E","OHIO","ST","THORIUM PERMIT HOLD RELEASE","2012-11-15T00:00:00.000","CORROSION","DEPT. OF PUBLIC HEALTH","41.89276584151607","-87.61686414571237","POINT (-87.61686414571237 41.89276584151607)"
"139","8256 S PULASKI RD","8256",,"S","PULASKI","RD","HIGHWAY AUTHORITY AGREEMENT","2001-10-29T00:00:00.000","LUST","HISTORIC DEPT. OF ENVIRONMENT","41.74228582966385","-87.72182952334869","POINT (-87.72182952334869 41.74228582966385)"
"ENVBRW14501","2606  N HALSTED ST","2606",,"N","HALSTED","ST","NFR LUST","2010-06-07T00:00:00.000","Shell Oil Co.:, IEMA #: 970851, 20100333, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316075097 , COMMENTS:See also #20080958, 20100333.See also #970851, 20080958.","HISTORIC DEPT. OF ENVIRONMENT","41.92935855036674","-87.64904584437448","POINT (-87.64904584437448 41.92935855036674)"
"ENVBRW14476","7101  S ASHLAND AVE","7101",,"S","ASHLAND","AVE","NFR LUST","2009-09-18T00:00:00.000","Shell Oil Products US:, IEMA #: 20031623, INDUSTRIAL/COMMERCIAL: Y, RESIDENTIAL: Y, COMPREHENSIVE: N, FOCUSED: Y, LUST: Y, LPC: 0316015044 , COMMENTS:See also #932717.","HISTORIC DEPT. OF ENVIRONMENT","41.76486775164888","-87.6636471574513","POINT (-87.6636471574513 41.76486775164888)"
