"name","address","city","state","zip","engine","location"
"E5","324 S DESPLAINES ST","CHICAGO","IL","60661","E5","324 S DESPLAINES ST
CHICAGO, IL 60661
(41.877028304420755, -87.64430865193455)"
"E11","5343 N CUMBERLAND AVE","CHICAGO","IL","60656","E11","5343 N CUMBERLAND AVE
CHICAGO, IL 60656
(41.97685625348317, -87.836495886321)"
"E81","10458 S HOXIE AVE","CHICAGO","IL","60617","E81","10458 S HOXIE AVE
CHICAGO, IL 60617
(41.705334319654064, -87.56088524816063)"
"E22","605 W ARMITAGE AVE","CHICAGO","IL","60614","E22","605 W ARMITAGE AVE
CHICAGO, IL 60614
(41.91792047709303, -87.64396690956342)"
"E50","5000 S UNION AVE","CHICAGO","IL","60609","E50","5000 S UNION AVE
CHICAGO, IL 60609
(41.80344788181221, -87.64299386409898)"
"E68","5258 W GRAND AVE","CHICAGO","IL","60639","E68","5258 W GRAND AVE
CHICAGO, IL 60639
(41.91725086259721, -87.75747321069997)"
"E7","4911 W BELMONT AVE","CHICAGO","IL","60641","E7","4911 W BELMONT AVE
CHICAGO, IL 60641
(41.9387854993556, -87.74963764827827)"
"E91","2827 N PULASKI RD","CHICAGO","IL","60641","E91","2827 N PULASKI RD
CHICAGO, IL 60641
(41.93223675592729, -87.72695711402253)"
"E92","3112 W 111TH ST","CHICAGO","IL","60655","E92","3112 W 111TH ST
CHICAGO, IL 60655
(41.6916111688133, -87.69891865020873)"
"E89","3945 W PETERSON AVE","CHICAGO","IL","60659","E89","3945 W PETERSON AVE
CHICAGO, IL 60659
(41.990056658779615, -87.72568030374029)"
"E47","432 E MARQUETTE RD","CHICAGO","IL","60637","E47","432 E MARQUETTE RD
CHICAGO, IL 60637
(41.77300015277593, -87.6141755209756)"
"E70/E59","6030 N CLARK ST","CHICAGO","IL","60660","E70/59","6030 N CLARK ST
CHICAGO, IL 60660
(41.99185705844965, -87.6702338230154)"
"E28","2534 S THROOP ST","CHICAGO","IL","60608","E28","2534 S THROOP ST
CHICAGO, IL 60608
(41.84557901305613, -87.65633258746628)"
"E44","412 N KEDZIE AVE","CHICAGO","IL","60612","E44","412 N KEDZIE AVE
CHICAGO, IL 60612
(41.888791436564, -87.70657770924328)"
"E109","2358 S WHIPPLE ST","CHICAGO","IL","60623","E109","2358 S WHIPPLE ST
CHICAGO, IL 60623
(41.84833993168608, -87.70181130248798)"
"E119","6030 N AVONDALE AVE","CHICAGO","IL","60631","E119","6030 N AVONDALE AVE
CHICAGO, IL 60631
(41.99120656361649, -87.79879483457952)"
"E56","2214 W BARRY AVE","CHICAGO","IL","60618","E56","2214 W BARRY AVE
CHICAGO, IL 60618
(41.93769629431298, -87.68576576945844)"
"E129","8120 S ASHLAND AVE","CHICAGO","IL","60620","E129","8120 S ASHLAND AVE
CHICAGO, IL 60620
(41.746304611153825, -87.66346152532664)"
"E83","1200 W WILSON AVE","CHICAGO","IL","60640","E83","1200 W WILSON AVE
CHICAGO, IL 60640
(41.96563850396769, -87.65997484168496)"
"E8","212 W CERMAK RD","CHICAGO","IL","60616","E8","212 W CERMAK RD
CHICAGO, IL 60616
(41.85313331810226, -87.63235666216515)"
"E73","8630 S EMERALD AVE","CHICAGO","IL","60620","E73","8630 S EMERALD AVE
CHICAGO, IL 60620
(41.73693577387957, -87.64245532798658)"
"E14","1129 W CHICAGO AVE","CHICAGO","IL","60642","E14","1129 W CHICAGO AVE
CHICAGO, IL 60642
(41.895977019578105, -87.65622466882277)"
"E71","6239 N CALIFORNIA AVE","CHICAGO","IL","60659","E71","6239 N CALIFORNIA AVE
CHICAGO, IL 60659
(41.99514651466264, -87.69953001132356)"
"E108","4625 N MILWAUKEE AVE","CHICAGO","IL","60630","E108","4625 N MILWAUKEE AVE
CHICAGO, IL 60630
(41.964650420624565, -87.75785762001762)"
"E23","1915 S DAMEN AVE","CHICAGO","IL","60608","E23","1915 S DAMEN AVE
CHICAGO, IL 60608
(41.85561895838222, -87.67592085764691)"
"E18","1360 N BLUE ISLAND AVE","CHICAGO","IL","60608","E18","1360 N BLUE ISLAND AVE
CHICAGO, IL 60608
(41.864503979120165, -87.65556796459875)"
"E106","3401 N ELSTON AVE","CHICAGO","IL","60618","E106","3401 N ELSTON AVE
CHICAGO, IL 60618
(41.943065521032246, -87.7032142448537)"
"E16","4005 S DEARBORN ST","CHICAGO","IL","60609","E16","4005 S DEARBORN ST
CHICAGO, IL 60609
(41.821900941759, -87.62749769240351)"
"E1","419 S WELLS ST","CHICAGO","IL","60607","E1","419 S WELLS ST
CHICAGO, IL 60607
(41.87604804340882, -87.63333692317708)"
