Season,Facility ID,Latitude,Longitude,Street1,Street2,City,State,Postal Code,Country,Facility Name,URL,Phone,Contact,Begin Date,End Date,Begin Time,End Time,Begin DateTime,End DateTime,Recurrence Days,Hours,Eligibility,Cost,Notes,Record ID,Location,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards
2015-2016,192,41.9395181,-87.7135191,3424 W BELMONT AVE,,CHICAGO,IL,60618,United States of America,Walgreens,http://www.Walgreens.com,773-267-2328,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_192,"(41.9395181, -87.7135191)",39,22,21538,138,12
2015-2016,90,41.7730989,-87.5877363,1533 E 67TH ST,,CHICAGO,IL,60637,United States of America,Walgreens,http://www.Walgreens.com,773-493-733,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2015-2016_90,"(41.7730989, -87.5877363)",60,39,22260,416,33
2015-2016,316,41.8667244,-87.6259612,1224 S. Wabash,,Chicago,IL,60605,United States of America,Jewel-Osco 3345,http://www.jeweloscopharmacies.com,312-663-4646,,08/12/2014,03/01/2016,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_316,"(41.8667244, -87.6259612)",35,34,14913,374,9
2015-2016,328,41.9480046,-87.6641862,3630 N. Southport Ave.,,Chicago,IL,60613,United States of America,Jewel-Osco 3632,http://www.jeweloscopharmacies.com,773-327-1485,,08/12/2014,03/01/2016,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_328,"(41.9480046, -87.6641862)",53,57,21186,724,25
2015-2016,154,41.807899,-87.684699,4710 S WESTERN AVE,,CHICAGO,IL,60609,United States of America,Walgreens,http://www.Walgreens.com,773-579-366,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-8:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2015-2016_154,"(41.807899, -87.684699)",56,55,22248,85,3
2015-2016,231,41.9482,-87.66363,3637 NORTH SOUTHPORT AVENUE,,CHICAGO,IL,60613,United States of America,CVS/pharmacy,http://www.cvs.com,773-348-5282,,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_231,"(41.9482, -87.66363)",53,57,21186,728,25
2015-2016,198,41.9317835,-87.6979694,2744 N CALIFORNIA AVE,,CHICAGO,IL,60647,United States of America,Walgreens,http://www.Walgreens.com,773-342-2818,Pharmacy,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_198,"(41.9317835, -87.6979694)",1,23,22535,548,40
2015-2016,222,41.73632,-87.58595,8712 SOUTH STONY ISLAND AVENUE,,CHICAGO,IL,60619,United States of America,CVS/pharmacy,http://www.cvs.com,773-933-9200,,09/01/2014,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",Open 24 Hours,,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_222,"(41.73632, -87.58595)",61,44,21202,490,35
2015-2016,292,41.88347,-87.6342,208 WEST WASHINGTON,,CHICAGO,IL,60606,United States of America,CVS/pharmacy,http://www.cvs.com,312-201-5921,,09/01/2014,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 6:30 AM-7:00 PM, Tue: 6:30 AM-7:00 PM, Wed: 6:30 AM-7:00 PM, Thu: 6:30 AM-7:00 PM, Fri: 6:30 AM-7:00 PM, Sat: Closed, Sun: Closed",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2015-2016_292,"(41.88347, -87.6342)",46,38,14914,92,36
2015-2016,318,41.8889182,-87.644478,370 N. Des Plaines,,Chicago,IL,60661,United States of America,Jewel-Osco 3376,http://www.jeweloscopharmacies.com,312-243-2714,,08/12/2014,03/01/2016,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon-Fri: 8:00 AM-9:00 PM, Sat-Sun: 9:00 AM-5:00 PM",,Call for details.,,2015-2016_318,"(41.8889182, -87.644478)",45,25,4446,109,36
