"school_id","short_name","long_name","primary_category","program_type","program_group","address","city","state","zip","phone","fax","cps_school_profile","website","program_grades_served","application_requirements","program_selections","how_to_apply","deadline","school_latitude","school_longitude","location"
"609756","CURIE HS","Marie Sklodowska Curie Metropolitan High School","HS","CURIE HS - International Baccalaureate (IB)","International Baccalaureate (IB)","4959 S ARCHER AVE","Chicago","Illinois","60632","773-535-2100","773-535-2049","https://www.cps.edu/schools/schoolprofiles/609756","https://www.curiehs.org","9","None","Selection Type:  Point  GPA:  2.5  HS Admissions Exam Minimum for ELA/Math:    General Education and 504 Plan Students: 24% / 24%  IEP and EL Students: Combo of 48%     Priority:  Attendance Area - additional points
Elementary Preferance  Note:  Elem Pref incudes: Edwards Elementary School","None",,"41.80306","-87.722042","POINT (-87.722042 41.80306)"
"609867","COOPER","Peter Cooper Elementary Dual Language Academy","ES","COOPER - Open Enrollment","World Language","1624 W 19TH ST","Chicago","Illinois","60608","773-534-7205","773-534-7245","https://www.cps.edu/schools/schoolprofiles/609867","https://cps.edu/cooper","K-8","none","Selection Type:  Lottery  GPA:  none  Priority:  Attendance Area, Sibling, Staff Pref","none",,"41.856031","-87.667227","POINT (-87.667227 41.856031)"
"610239","DALEY","Richard J Daley Elementary Academy","ES","DALEY - Open Enrollment","General Education","5024 S WOLCOTT AVE","Chicago","Illinois","60609","773-535-9091","773-535-0407","https://www.cps.edu/schools/schoolprofiles/610239","https://rjdaley.org","K-8","none","Selection Type:  Lottery  GPA:  none  Priority:  Attendance Area, Sibling, Staff Pref","none",,"41.802343","-87.672206","POINT (-87.672206 41.802343)"
"609679","PROSSER HS","Charles Allen Prosser Career Academy High School","HS","PROSSER HS - Significantly Mod Curr/Moderate","Significantly Modified Curriculum w/ Moderate Supports","2148 N LONG AVE","Chicago","Illinois","60639","773-534-3200","773-534-3382","https://www.cps.edu/schools/schoolprofiles/609679","https://prosseracademy.org","9","Cluster and Review","Selection Type:  Lottery  GPA:  None  HS Admissions Exam Minimum for ELA/Math:    General Education and 504 Plan Students: None / None  IEP and EL Students: None / None     Priority:  None","Cluster and Review",,"41.920059","-87.761048","POINT (-87.761048 41.920059)"
"610381","BRONZEVILLE HS","Bronzeville Scholastic Academy High School","HS","BRONZEVILLE HS - General Education","General Education","4934 S WABASH AVE","Chicago","Illinois","60615","773-535-1150","773-535-1228","https://www.cps.edu/schools/schoolprofiles/610381","https://bronzevillescholastic.org","9","None","Selection Type:  Lottery  GPA:  None  HS Admissions Exam Minimum for ELA/Math:    General Education and 504 Plan Students: None / None  IEP and EL Students: None / None     Priority:  None","None",,"41.805204","-87.625004","POINT (-87.625004 41.805204)"
"609987","HENDRICKS","Thomas A Hendricks Elementary Community Academy","ES","HENDRICKS - Open Enrollment","General Education","4316 S PRINCETON AVE","Chicago","Illinois","60609","773-535-1696","773-535-1700","https://www.cps.edu/schools/schoolprofiles/609987","https://www.hendricks.cps.edu","K-8","none","Selection Type:  Lottery  GPA:  none  Priority:  Attendance Area, Sibling, Staff Pref","none",,"41.815788","-87.633664","POINT (-87.633664 41.815788)"
"610217","WARD J","James Ward Elementary School","ES","WARD J - Magnet Cluster","World Language","2701 S SHIELDS AVE","Chicago","Illinois","60616","773-534-9050","773-534-9044","https://www.cps.edu/schools/schoolprofiles/610217","https://www.jameswardschool.com","K-8","none","Selection Type:  Lottery  GPA:  none  Priority:  Attendance Area, Sibling, Staff Pref","none",,"41.84398","-87.635356","POINT (-87.635356 41.84398)"
"609691","NORTH-GRAND HS","North-Grand High School","HS","NORTH-GRAND HS - General Education","General Education","4338 W WABANSIA AVE","Chicago","Illinois","60639","773-534-8520","773-534-8535","https://www.cps.edu/schools/schoolprofiles/609691","https://www.northgrandhs.org","9","None","Selection Type:  Lottery  GPA:  AA-none
outside AA- 2.5  HS Admissions Exam Minimum for ELA/Math:    General Education and 504 Plan Students: None / None  IEP and EL Students: None / None     Priority:  Attendance Area, Sibling, Staff Pref","None",,"41.911674","-87.735238","POINT (-87.735238 41.911674)"
"610367","DEPRIEST","Oscar DePriest Elementary School","ES","DEPRIEST - Open Enrollment","General Education","139 S PARKSIDE AVE","Chicago","Illinois","60644","773-534-6800","773-534-6799","https://www.cps.edu/schools/schoolprofiles/610367","https://depriestschool.org","K-5","none","Selection Type:  Lottery  GPA:  none  Priority:  Attendance Area, Sibling, Staff Pref","none",,"41.877979","-87.766298","POINT (-87.766298 41.877979)"
"610563","BACK OF THE YARDS HS","Back of the Yards IB HS","HS","BACK OF THE YARDS HS - International Baccalaureate (IB)","International Baccalaureate (IB)","2111 W 47TH ST","Chicago","Illinois","60609","773-535-7320","773-535-6880","https://www.cps.edu/schools/schoolprofiles/610563","https://boycp.org/","9","None","Selection Type:  Point  GPA:  2.5  HS Admissions Exam Minimum for ELA/Math:    General Education and 504 Plan Students: 24% / 24%  IEP and EL Students: Combo of 48%     Priority:  Attendance Area - additional points","None",,"41.808413","-87.677541","POINT (-87.677541 41.808413)"
