"service_request_id","requested_datetime","updated_datetime","closed_date","status_description","source","service_name","description","agency_responsible","address","city","state","zip","lat","long","geocoded_column"
"13694","2009-02-06T05:00:00.000","2016-09-11T22:02:05.000","2009-02-06T05:00:00.000","closed","Phone Call","Street Snow Removal","foot path covered","HAND","500 E HUNTER AVE","Bloomington","IN",,,,
"13695","2009-02-06T05:00:00.000","2016-09-11T22:02:05.000","2009-02-06T05:00:00.000","closed","Phone Call","Street Snow Removal","snow on sidewalks, icing over","HAND","1500 E ATWATER AVE","Bloomington","IN",,,,
"13696","2009-02-06T05:00:00.000","2016-09-11T22:02:05.000","2009-02-06T05:00:00.000","closed","Phone Call","Street Snow Removal","sidewalks covered all the way over to 3rd street","HAND","x","Bloomington","IN",,,,
"13699","2009-02-05T05:00:00.000","2016-09-11T22:02:05.000","2009-02-05T05:00:00.000","closed",,"Street Snow Removal","Snow on sidewalks.","HAND","2700 N BRIGGS BEND","Bloomington","IN",,,,
"24417","2007-02-09T05:00:00.000","2016-09-11T22:02:05.000","2007-02-09T05:00:00.000","closed","Phone Call","Street Snow Removal","Sidewalk has not been shoveled.","HAND","1008 S WASHINGTON ST","Bloomington","IN",,,,
"75178","2011-01-27T05:00:00.000","2016-09-11T22:02:05.000","2011-01-27T05:00:00.000","closed","Phone Call","Street Snow Removal","Snow and ice on the sidewalk.","HAND","114 E 1st ST","Bloomington","IN","47401","39.15918350","-86.53284454","POINT (-86.53284454 39.1591835)"
"76657","2010-12-22T05:00:00.000","2016-09-11T22:02:05.000","2010-12-22T05:00:00.000","closed","Phone Call","Street Snow Removal","Atwater between Swain & Eastside","HAND","SWAIN & EASTSIDE","Bloomington","IN",,,,
"76658","2010-12-22T05:00:00.000","2016-09-11T22:02:05.000","2010-12-22T05:00:00.000","closed","Phone Call","Street Snow Removal","400 & 500 block of Eastside Dr","HAND","400-500","Bloomington","IN",,,,
"76659","2010-12-22T05:00:00.000","2016-09-11T22:02:05.000","2010-12-22T05:00:00.000","closed","Phone Call","Street Snow Removal",,"HAND","415 E 1st ST","Bloomington","IN","47401","39.15951538","-86.52864838","POINT (-86.52864838 39.15951538)"
"76660","2010-12-22T05:00:00.000","2016-09-11T22:02:05.000","2010-12-22T05:00:00.000","closed","Phone Call","Street Snow Removal",,"HAND","608 E 1st ST","Bloomington","IN","47401","39.15918732","-86.52677917","POINT (-86.52677917 39.15918732)"
"76674","2010-12-21T05:00:00.000","2016-09-11T22:02:05.000","2010-12-21T05:00:00.000","closed","Phone Call","Street Snow Removal","snow and ice not removed","HAND","502 S Washington ST","Bloomington","IN","47401","39.16117096","-86.53267670","POINT (-86.5326767 39.16117096)"
"98330","2004-12-29T05:00:00.000","2016-09-11T22:02:05.000","2004-12-29T05:00:00.000","closed","Email","Street Snow Removal","Have not shoveled sidewalk",,"325 S Grant ST","Bloomington","IN","47401","39.16366196","-86.52956390","POINT (-86.5295639 39.16366196)"
"98331","2004-12-29T05:00:00.000","2016-09-11T22:02:05.000","2004-12-29T05:00:00.000","closed","Email","Street Snow Removal","Have not shoveled sidewalk",,"320 S Grant ST","Bloomington","IN","47401","39.16394424","-86.53002930","POINT (-86.5300293 39.16394424)"
"7439","2010-02-19T05:00:00.000","2016-09-11T22:02:05.000","2010-02-19T05:00:00.000","closed","Phone Call","Street Snow Removal","sidewalks not shovelled","HAND","1330 E 1st ST","Bloomington","IN","47401","39.15895844","-86.51652527","POINT (-86.51652527 39.15895844)"
"7431","2010-02-19T05:00:00.000","2016-09-11T22:02:05.000","2010-02-19T05:00:00.000","closed","Phone Call","Street Snow Removal","the east side of the street between 1st Street and Grimes, not shovelled and dangerous","HAND","x","Bloomington","IN",,,,
"7435","2010-02-19T05:00:00.000","2016-09-11T22:02:05.000","2010-02-19T05:00:00.000","closed","Email","Street Snow Removal","Shamrock Place in particular, along street properties not shovelled on sidewalk, dangerous",,"225 N Smith RD","Bloomington","IN","47408","39.16781235","-86.48184967","POINT (-86.48184967 39.16781235)"
"7436","2010-02-19T05:00:00.000","2016-09-11T22:02:05.000","2010-02-19T05:00:00.000","closed","Email","Street Snow Removal","especially where new Duke Energy is, along street properties not shovelled on sidewalk, dangerous",,"x","Bloomington","IN",,,,
"7437","2010-02-19T05:00:00.000","2016-09-11T22:02:05.000","2010-02-19T05:00:00.000","closed","Phone Call","Street Snow Removal",,"HAND","701 S Jordan AVE","Bloomington","IN","47401","39.15995789","-86.51602936","POINT (-86.51602936 39.15995789)"
"7438","2010-02-19T05:00:00.000","2016-09-11T22:02:05.000","2010-02-19T05:00:00.000","closed","Phone Call","Street Snow Removal","along Jordan Ave between 1st and 3rd","HAND","x","Bloomington","IN",,,,
"7440","2010-02-19T05:00:00.000","2016-09-11T22:02:05.000","2010-02-19T05:00:00.000","closed","Phone Call","Street Snow Removal","Off Wylie Farm Rd.; Behind Summit Pointe Apts; From E Summit View Pl to Chris Lane; Caller said covered with ice and snow since last storm
walkers and og walkers are using street","HAND","x","Bloomington","IN",,,,
"7442","2010-02-19T05:00:00.000","2016-09-11T22:02:05.000","2010-02-19T05:00:00.000","closed","Walk In","Street Snow Removal","sidewalks need to be shovelled","HAND","400 E 3RD ST","Bloomington","IN",,,,
"7445","2010-02-19T05:00:00.000","2016-09-11T22:02:05.000","2010-02-19T05:00:00.000","closed","Phone Call","Street Snow Removal","sidewalks not shovelled, especially between E. Stratum Way and S. College Mall Road",,"x","Bloomington","IN",,,,
"7450","2010-02-18T05:00:00.000","2016-09-11T22:02:05.000","2010-02-18T05:00:00.000","closed","Phone Call","Street Snow Removal","Elderly lady who lives @ #419 S. Highland reports that the following addresses have snow/ice and never clean it: #407, 409, 413, 505, 505
it occurs between Atwater & Hunter as wll as Hunter & 2nd, she alos said the op side of street is a mess but couldnt remember all those #'s.","HAND","x","Bloomington","IN",,,,
"7451","2010-02-18T05:00:00.000","2016-09-11T22:02:05.000","2010-02-18T05:00:00.000","closed","Phone Call","Street Snow Removal","sidewalk not cleared",,"835 W 4th ST","Bloomington","IN","47404","39.16550827","-86.54362488","POINT (-86.54362488 39.16550827)"
"7452","2010-02-18T05:00:00.000","2016-09-11T22:02:05.000","2010-02-18T05:00:00.000","closed","Web Form","Street Snow Removal","Uninhabited rental at 1900 Hillside has a long sidwalk by the bus stop that never gets shoveled.  This is a very busy sidewalk leading to the bus stop and it needs to be clear.","HAND","1900 E Hillside DR","Bloomington","IN","47401","39.15031815","-86.51026154","POINT (-86.51026154 39.15031815)"
"7453","2010-02-17T05:00:00.000","2016-09-11T22:02:05.000","2010-02-17T05:00:00.000","closed","Phone Call","Street Snow Removal","Gentleman caller said the following address are not cleaned of snow & ice, probably student housing:
#808, 822, 824, 830, 833, 835 & 904
He said if he knew any of those people were incapable of removing the snow, he'd do it for them.",,"x","Bloomington","IN",,,,
"7454","2010-02-17T05:00:00.000","2016-09-11T22:02:05.000","2010-02-17T05:00:00.000","closed","Phone Call","Street Snow Removal","snow has not been shovelled at this location for mths","HAND","1705 N Kinser PIKE","Bloomington","IN","47404","39.18538666","-86.53828430","POINT (-86.5382843 39.18538666)"
"7455","2010-02-17T05:00:00.000","2020-10-05T14:42:52.000","2010-02-17T05:00:00.000","closed","Phone Call","Street Snow Removal","Lady caller said snow & ice not removed and walk is hazardous...
between 3rd & 5th on west side of street there are 2
& between 5th & 8th there are 2 more","HAND","x","Bloomington","IN",,,,
"7623","2011-02-10T05:00:00.000","2016-09-11T22:02:05.000","2011-02-10T05:00:00.000","closed","Phone Call","Street Snow Removal","sidewalk not shovelled, icy and dangerous, fell on it just last nite",,"3602 S Kingsbury AVE","Bloomington","IN","47401","39.13065720","-86.52117157","POINT (-86.52117157 39.1306572)"
"7642","2011-02-03T05:00:00.000","2016-09-11T22:02:05.000","2011-02-03T05:00:00.000","closed","Phone Call","Street Snow Removal","Caller is a tenant of this complex and says the property manager has not removed the snow all winter.","HAND","2381 S Brandon CT","Bloomington","IN","47401","39.13792038","-86.52633667","POINT (-86.52633667 39.13792038)"
"7659","2011-01-25T05:00:00.000","2016-09-11T22:02:05.000","2011-01-25T05:00:00.000","closed","Phone Call","Street Snow Removal",,,"1301 W Woodhill DR","Bloomington","IN","47403","39.15700150","-86.54748535","POINT (-86.54748535 39.1570015)"
"7704","2011-01-12T05:00:00.000","2020-10-05T14:42:52.000","2011-01-12T05:00:00.000","closed","Email","Street Snow Removal","Between High St and 2222 Covenanter",,"2222 COVENANTER RD","Bloomington","IN",,,,
"7755","2010-12-21T05:00:00.000","2016-09-11T22:02:05.000","2010-12-21T05:00:00.000","closed","Phone Call","Street Snow Removal","Pendragon new place on Smith Rd not shoveling the snow at the bus stop.",,"MCCRACKEN WAY","Bloomington","IN",,,,
"7756","2010-12-21T05:00:00.000","2016-09-11T22:02:05.000","2010-12-21T05:00:00.000","closed","Phone Call","Street Snow Removal","Numerous properties on East 3rd St on the north side are not shoveling their sidewalks. from Smith rd to Pete Ellis.",,"E THIRD ST","Bloomington","IN",,,,
"7772","2010-12-17T05:00:00.000","2016-09-11T22:02:05.000","2010-12-17T05:00:00.000","closed","Phone Call","Street Snow Removal","Property has not been shoveled.",,"211 N MADISON","Bloomington","IN",,,,
"7813","2010-12-09T05:00:00.000","2020-10-05T14:42:52.000","2010-12-09T05:00:00.000","closed","Phone Call","Street Snow Removal",,,"1301 W Countryside LN","Bloomington","IN","47403","39.14217377","-86.55105591","POINT (-86.55105591 39.14217377)"
"7815","2010-12-09T05:00:00.000","2016-09-11T22:02:05.000","2010-12-09T05:00:00.000","closed","Phone Call","Street Snow Removal","snow and ice not shovelled, also 305 S. Rogers",,"301 S ROGERS ST","Bloomington","IN",,,,
"7829","2010-12-07T05:00:00.000","2016-09-11T22:02:05.000","2010-12-07T05:00:00.000","closed","Phone Call","Street Snow Removal","ice and snow cover walkway","HAND","402 E 6th ST","Bloomington","IN","47408","39.16736603","-86.52960205","POINT (-86.52960205 39.16736603)"
"7830","2010-12-07T05:00:00.000","2016-09-11T22:02:05.000","2010-12-07T05:00:00.000","closed","Phone Call","Street Snow Removal","snow and ice cover walkways, sidewalk","HAND","408 E 6TH ST","Bloomington","IN",,,,
"7834","2010-12-06T05:00:00.000","2016-09-11T22:02:05.000","2010-12-06T05:00:00.000","closed","Phone Call","Street Snow Removal","Both the house at the corner and the housing authority sidewalks are covered with snow.","HAND","CORNER OF 11TH & ADAMS","Bloomington","IN",,,,
"7835","2010-12-06T05:00:00.000","2016-09-11T22:02:05.000","2010-12-06T05:00:00.000","closed","Phone Call","Street Snow Removal","6th and Grant. a woman has fallen on this sidewalk","HAND","E 6TH AND GRANT","Bloomington","IN",,,,
"8351","2010-02-17T05:00:00.000","2016-09-11T22:02:05.000","2010-02-17T05:00:00.000","closed","Email","Street Snow Removal","Sidewalk not cleared","HAND","522 E 2ND ST","Bloomington","IN",,,,
"8352","2010-02-17T05:00:00.000","2016-09-11T22:02:05.000","2010-02-17T05:00:00.000","closed","Email","Street Snow Removal","Sidewalk needs to be cleared.","HAND","1701 E 2nd ST","Bloomington","IN","47401","39.16123962","-86.51284790","POINT (-86.5128479 39.16123962)"
"8353","2010-02-17T05:00:00.000","2016-09-11T22:02:05.000","2010-02-17T05:00:00.000","closed","Email","Street Snow Removal","Sidewalk needs to be cleared.  Per GIS there is not 1813 but close is 1817.","HAND","1817 E 2nd ST","Bloomington","IN","47401","39.16120148","-86.51124573","POINT (-86.51124573 39.16120148)"
"8354","2010-02-17T05:00:00.000","2020-10-05T14:42:52.000","2010-02-17T05:00:00.000","closed","Email","Street Snow Removal","sidewalk needs to be cleared","HAND","2007 E 2nd ST","Bloomington","IN","47401","39.16115952","-86.50941467","POINT (-86.50941467 39.16115952)"
"8355","2010-02-17T05:00:00.000","2016-09-11T22:02:05.000","2010-02-17T05:00:00.000","closed","Email","Street Snow Removal","sidewalk needs to be cleared","HAND","602 S High ST","Bloomington","IN","47401","39.16080475","-86.50886536","POINT (-86.50886536 39.16080475)"
"8356","2010-02-17T05:00:00.000","2016-09-11T22:02:05.000","2010-02-17T05:00:00.000","closed","Email","Street Snow Removal","sidewalk in front of the National Guard Armory, corner of 2nd & Woodscrest needs to be cleared.","HAND","520 S Woodscrest DR","Bloomington","IN","47401","39.16135025","-86.50289154","POINT (-86.50289154 39.16135025)"
"8362","2010-02-16T05:00:00.000","2016-09-11T22:02:05.000","2010-02-16T05:00:00.000","closed","Walk In","Street Snow Removal","Circle K at Kirkwood & Rogers.  They plow the snow from the parking lot onto the sidewalks.",,"503 W Kirkwood AVE","Bloomington","IN","47404","39.16633606","-86.53919220","POINT (-86.5391922 39.16633606)"
"8363","2010-02-16T05:00:00.000","2016-09-11T22:02:05.000","2010-02-16T05:00:00.000","closed","Phone Call","Street Snow Removal","From bypass south to the Marathon station, the sidewalk has not been shoveled this year.","HAND","xx","Bloomington","IN",,,,
"8364","2010-02-16T05:00:00.000","2016-09-11T22:02:05.000","2010-02-16T05:00:00.000","closed","Phone Call","Street Snow Removal","Caller said stairs.sidewalk impassable and all other residents have shoveled theirs","HAND","619 N Washington ST","Bloomington","IN","47408","39.17238235","-86.53256989","POINT (-86.53256989 39.17238235)"
"8365","2010-02-16T05:00:00.000","2016-09-11T22:02:05.000","2010-02-16T05:00:00.000","closed","Phone Call","Street Snow Removal","The sidewalk on the south side of West 7th Street from Rogers Street to in front of Battery Xpress needs to be cleared.  It has not been shoveled through any of the snows.","HAND","415 W 7th ST","Bloomington","IN","47404","39.16835403","-86.53817749","POINT (-86.53817749 39.16835403)"
"8431","2010-02-16T05:00:00.000","2016-09-11T22:02:05.000","2010-02-16T05:00:00.000","closed","Phone Call","Street Snow Removal","Caller walks to IU daily, she is a teacher, said for years several homes on E 7th have not been shoveling, they  are  Between Bryan & Clark; Clark & Roosevelt; Jefferson & Bryan. Would like a call as well.","HAND","x","Bloomington","IN",,,,
"8433","2010-02-16T05:00:00.000","2016-09-11T22:02:05.000","2010-02-16T05:00:00.000","closed","Phone Call","Street Snow Removal","Landmark heading north to the stoplight from workone. Then down W 3rd St. to Patterson. Then Patterson to S. Walnut. No one has shoveled the sidewalks.",,"xx","Bloomington","IN",,,,
"8439","2010-02-12T05:00:00.000","2016-09-11T22:02:05.000","2010-02-12T05:00:00.000","closed","Phone Call","Street Snow Removal","DB conducted issued violations to most of block.",,"801 W 4th ST","Bloomington","IN","47404","39.16550446","-86.54244995","POINT (-86.54244995 39.16550446)"
"8440","2010-02-12T05:00:00.000","2016-09-11T22:02:05.000","2010-02-12T05:00:00.000","closed","Phone Call","Street Snow Removal",,,"812 W 4th ST","Bloomington","IN","47404","39.16580582","-86.54281616","POINT (-86.54281616 39.16580582)"
"8441","2010-02-12T05:00:00.000","2016-09-11T22:02:05.000","2010-02-12T05:00:00.000","closed","Phone Call","Street Snow Removal","DB conducted issued violations to most of block.",,"823 W 4th ST","Bloomington","IN","47404","39.16548920","-86.54317474","POINT (-86.54317474 39.1654892)"
"8442","2010-02-12T05:00:00.000","2016-09-11T22:02:05.000","2010-02-12T05:00:00.000","closed","Phone Call","Street Snow Removal","DB conducted issued violations to most of block.",,"824 W 4th ST","Bloomington","IN","47404","39.16582870","-86.54320526","POINT (-86.54320526 39.1658287)"
"8443","2010-02-12T05:00:00.000","2016-09-11T22:02:05.000","2010-02-12T05:00:00.000","closed","Phone Call","Street Snow Removal","DB conducted issued violations to most of block.",,"833 W 4th ST","Bloomington","IN","47404","39.16552734","-86.54348755","POINT (-86.54348755 39.16552734)"
"8444","2010-02-12T05:00:00.000","2016-09-11T22:02:05.000","2010-02-12T05:00:00.000","closed","Phone Call","Street Snow Removal","DB conducted issued violations to most of block.",,"835 W 4th ST","Bloomington","IN","47404","39.16550827","-86.54362488","POINT (-86.54362488 39.16550827)"
"8446","2010-02-12T05:00:00.000","2016-09-11T22:02:05.000","2010-02-12T05:00:00.000","closed","Phone Call","Street Snow Removal","snow on sidewalk",,"301-5","Bloomington","IN",,,,
