"service_request_id","requested_datetime","updated_datetime","closed_date","status_description","source","service_name","description","agency_responsible","address","city","state","zip","lat","long","geocoded_column","sladays"
"127617","2012-08-04T03:11:32.000","2016-09-11T22:02:05.000","2012-08-30T12:09:33.000","closed",,"Potholes, Other Street Repair","inside corner is just a mud pit after rain.","Street Department","301-399 W Watson St","Bloomington","IN",,"39.13698959","-86.53620148","POINT (-86.53620148 39.13698959)","7"
"137694","2014-05-03T21:00:22.000","2016-09-11T22:02:05.000","2014-05-07T06:45:08.000","closed","Other","Potholes, Other Street Repair",,"Street Department",,"Bloomington","IN",,"39.16291428","-86.47625732","POINT (-86.47625732 39.16291428)","7"
"33508","2004-12-03T05:00:00.000","2016-09-11T22:02:05.000","2004-12-03T05:00:00.000","closed","Phone Call","Potholes, Other Street Repair","Alley between 516 & 520 North Grant Street is in bad condition.",,"516 N Grant ST","Bloomington","IN","47408","39.17094040","-86.52947235","POINT (-86.52947235 39.1709404)","7"
"39342","2003-09-23T05:00:00.000","2016-09-11T22:02:05.000","2003-09-23T05:00:00.000","closed","Phone Call","Potholes, Other Street Repair","Ms. Brinegar stated that near the above address there is a low place in the north side of the roadway.  Ms. Brinegar stated that it is simking more and more and the water collects there for long periods of time. She would like someone to take a look at this area and if you need moore inforamtion or to provide her with an update please give her a call.","Engineering","3845 E Tamarron DR","Bloomington","IN","47408","39.17483139","-86.48297882","POINT (-86.48297882 39.17483139)","7"
"44659","2004-08-17T05:00:00.000","2016-09-11T22:02:05.000","2004-08-17T05:00:00.000","closed","Other","Potholes, Other Street Repair","Pot hole. Has been there since winter.  This is the third complaint.  Nothing has been done.",,"S VILLAGE CT","Bloomington","IN",,,,,"7"
"61915","1998-09-03T05:00:00.000","2016-09-11T22:02:05.000","1998-09-03T05:00:00.000","closed","Phone Call","Potholes, Other Street Repair","Citizen is having work do in yard. Noticed erosion problem along High Street.",,"1030 S High ST","Bloomington","IN","47401","39.15576935","-86.50873566","POINT (-86.50873566 39.15576935)","7"
"128858","2012-09-19T22:02:12.000","2016-09-11T22:02:05.000","2012-09-20T09:46:52.000","closed",,"Potholes, Other Street Repair","Hello

Street light on Gettysburg Dr (infront of 1206 Gettysburg) is out

Thank you

Devadath","Street Department",,"Bloomington","IN",,,,,"7"
"63454","1998-06-22T05:00:00.000","2016-09-11T22:02:05.000","1998-06-22T05:00:00.000","closed","Phone Call","Potholes, Other Street Repair","Mrs. Otto stated that the drainage area in front of her house has basically eroded away and something needs to be done to fix it.  She stated that someone from the city was to come out about a year ago and no one did.",,"3433 E Longview AVE","Bloomington","IN","47408","39.16797256","-86.48963928","POINT (-86.48963928 39.16797256)","7"
"63577","1998-06-12T05:00:00.000","2020-10-05T14:42:52.000","1998-06-12T05:00:00.000","closed","Phone Call","Potholes, Other Street Repair","Area on Morton St by barricade that leads to extended Convention Center parkling lot (by condos).  Very difficult to walk in this area.  Loose soil & big piles of rocks all over pavement.  Barricade acts as a dam and allows no drainage.  Wants either City, CFC or Convention Center to fix up this area.",,"319 S Madison ST","Bloomington","IN","47403","39.16394043","-86.53715515","POINT (-86.53715515 39.16394043)","7"
"63980","1998-05-19T05:00:00.000","2016-09-11T22:02:05.000","1998-05-19T05:00:00.000","closed","Phone Call","Potholes, Other Street Repair","Anon said the Countryside Lane past 1007 need another coat of paving -- what is on there now is breaking up.",,"1007 W Countryside LN","Bloomington","IN","47403","39.14294052","-86.54518890","POINT (-86.5451889 39.14294052)","7"
"67164","1997-07-15T05:00:00.000","2016-09-11T22:02:05.000","1997-07-15T05:00:00.000","closed","Web Form","Potholes, Other Street Repair","The intersection of W 2nd and Adams is extremely rough and falling apart.  The pavement markings have worn off.  This area needs to be machined and then repaved and restriped.",,"W 2ND ST","Bloomington","IN",,,,,"7"
"67416","1997-06-25T05:00:00.000","2016-09-11T22:02:05.000","1997-06-25T05:00:00.000","closed","Web Form","Potholes, Other Street Repair","Intersection of W 2nd St and Adams is very rough and needs to be paved.  Also, the pavement markings have worn off and this contributes to confusion when eastbound on 2nd Street.",,"W 2ND ST","Bloomington","IN",,,,,"7"
"67417","1997-06-25T05:00:00.000","2016-09-11T22:02:05.000","1997-06-25T05:00:00.000","closed","Phone Call","Potholes, Other Street Repair","Intersection of W 2nd St and Adams is very rough and needs to be paved.  Also, the pavement markings have worn off and this contributes to confusion when eastbound on 2nd Street.",,"W 2ND ST","Bloomington","IN",,,,,"7"
"73246","2011-07-06T17:33:27.000","2016-09-11T22:02:05.000","2011-07-07T12:56:52.000","closed","Web Form","Potholes, Other Street Repair","There are large pot holes in the alley off of North Indiana Avenue between 801 & 815.","Street Department","801 N INDIANA AVE","Bloomington","IN",,,,,"7"
"73932","2011-05-31T04:00:00.000","2016-09-11T22:02:05.000","2011-05-31T04:00:00.000","closed","NeighborLink","Potholes, Other Street Repair","There is a pothole in front of 120 S. Hillsdale Drive.","Street Department","120 S Hillsdale DR","Bloomington","IN","47408","39.16604996","-86.50372314","POINT (-86.50372314 39.16604996)","7"
"74856","2011-03-04T05:00:00.000","2016-09-11T22:02:05.000","2011-03-04T05:00:00.000","closed","NeighborLink","Potholes, Other Street Repair","Large rubble and pothole developed after last snow on Woodhill Drive in West Pointe subdivision. A similar situation is occurring at the top of the hill at the corner with Winridge Ct. The road is coming apart in chunks.","Street Department","1401 W Woodhill DR","Bloomington","IN","47403","39.15693283","-86.54839325","POINT (-86.54839325 39.15693283)","7"
"76299","1996-09-30T05:00:00.000","2016-09-11T22:02:05.000","1996-09-30T05:00:00.000","closed",,"Potholes, Other Street Repair","Says alley between Fess and Park ""is really bad, full of potholes"".  Would like to have more gravel laid to fill holes, or have alley paved.",,"S FESS","Bloomington","IN",,,,,"7"
"100834","2004-06-21T05:00:00.000","2016-09-11T22:02:05.000","2004-06-21T05:00:00.000","closed","Other","Potholes, Other Street Repair","Part of street is broken up.  Has been this way for several months.  Complaint was made several months ago, nothing has happened.  In front of 510-512 S Village Court",,"S VILLAGE CT","Bloomington","IN",,,,,"7"
"101561","2004-03-17T05:00:00.000","2020-10-05T14:42:52.000","2004-03-17T05:00:00.000","closed","Other","Potholes, Other Street Repair","Portion of street is torn up in front of 512 S Village Drive.",,"S VILLAGE DR","Bloomington","IN",,,,,"7"
"116088","1998-09-03T05:00:00.000","2020-10-05T14:42:52.000","1998-09-03T05:00:00.000","closed","Phone Call","Potholes, Other Street Repair","Citizen is having work do in yard. Noticed erosion problem along High Street.",,"1030 S High ST","Bloomington","IN","47401","39.15576935","-86.50873566","POINT (-86.50873566 39.15576935)","7"
"117151","1998-06-05T05:00:00.000","2016-09-11T22:02:05.000","1998-06-05T05:00:00.000","closed","Constituant Meeting","Potholes, Other Street Repair","Manhole at Forrester & Schmaltz is apparently recessed into pavement and poses a hazard to driving.  Please prepare memo for Susie to report back at July 10 NAG meeting.",,"S FORRESTER ST","Bloomington","IN",,,,,"7"
