"ledger_type","cost_center_type","fund_id","fund_name","department_id","department_name","division_id","division_name","object","object_description","category_code","category_code_description","fiscal_year","july","august","september","october","november","december","january","february","march","april","may","june","total"
"B1","IS","00001","General Fund","400","COMMUNITY & CULTURAL SERVICES","560","CULTURAL AFFAIRS","511000","PERMANENT EMPLOYEES","810","Salaries and Wages","2014","42697.00","0.00","0.00","0.00","0.00","0.00","-262.00","0.00","0.00","0.00","0.00","0.00","42435.00"
"B1","IS","00001","General Fund","400","COMMUNITY & CULTURAL SERVICES","560","CULTURAL AFFAIRS","511490","OVERTIME","810","Salaries and Wages","2014","0.00","0.00","0.00","0.00","0.00","0.00","262.00","0.00","0.00","0.00","0.00","0.00","262.00"
"B1","IS","00011","Beach Recreation Fund","500","PUBLIC WORKS","499","BEACH MAINTENANCE","511743","MEDICAL - MISC. EMPL","808","Salaries and Wages","2014","232342.00","0.00","0.00","0.00","0.00","0.00","41666.67","0.00","0.00","0.00","0.00","0.00","274008.67"
"B1","IS","00011","Beach Recreation Fund","500","PUBLIC WORKS","499","BEACH MAINTENANCE","511746","MED TRUST - MISC. EMPL","808","Salaries and Wages","2014","22519.00","0.00","0.00","0.00","0.00","0.00","7084.00","0.00","0.00","0.00","0.00","0.00","29603.00"
"B1","IS","00011","Beach Recreation Fund","500","PUBLIC WORKS","499","BEACH MAINTENANCE","522910","VEHICLES - FUELS / LUBRICATION","808"," Supplies and Expenses","2014","100774.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","100774.00"
"B1","IS","00011","Beach Recreation Fund","500","PUBLIC WORKS","499","BEACH MAINTENANCE","533020","GENERAL LIABILITY / AUTO","808"," Supplies and Expenses","2014","15299.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15299.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","498","PUBLIC LANDSCAPE","511000","PERMANENT EMPLOYEES","808","Salaries and Wages","2014","0.00","0.00","0.00","0.00","0.00","70650.00","0.00","0.00","0.00","0.00","0.00","0.00","70650.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","498","PUBLIC LANDSCAPE","511730","WORKERS' COMP INSURANCE","808","Salaries and Wages","2014","12478.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12478.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","498","PUBLIC LANDSCAPE","511748","DENTAL","808","Salaries and Wages","2014","6666.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6666.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","498","PUBLIC LANDSCAPE","522310","OFFICE SUPPLIES / EXPENSE","808"," Supplies and Expenses","2014","18500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18500.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","498","PUBLIC LANDSCAPE","511746","MED TRUST - MISC. EMPL","808","Salaries and Wages","2014","76247.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","76247.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","498","PUBLIC LANDSCAPE","522110","UTIL - LIGHT / POWER","808"," Supplies and Expenses","2014","298373.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","298373.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","498","PUBLIC LANDSCAPE","555210","TRAINING","808"," Supplies and Expenses","2014","1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1500.00"
"B1","IS","00001","General Fund","500","PUBLIC WORKS","498","PUBLIC LANDSCAPE","555010","CONTRACTUAL SERVICES","808"," Supplies and Expenses","2014","1289255.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1289255.00"
