"alm_time","alm_date","inci_no","station","occup_id","number","st_prefix","street","st_type","st_suffix","xstreet","xst_prefix","xst_type","xst_suffix","city","state","zip","latitude","longitude","mutl_aid","shift","alarms","alm_type","inci_type","descript","arv_time"
"14:31:08","2015-10-13T00:00:00.000","15-0286036","09","50229","495",,"FLATBUSH","AV",,,,,,"Hartford","CT","06106","41.742432","-72.712627","N","D","1","1","311","Medical assist, assist EMS crew","14:36:02"
"03:53:01","2015-10-13T00:00:00.000","15-0286007","08","21362","26",,"RUSS","ST",,,,,,"Hartford","CT","06106","41.761044","-72.683756","N","C","1","1","300","Rescue, EMS incident, other","03:59:18"
"00:08:31","2015-10-13T00:00:00.000","15-0286001","15","34155","98",,"VERNON","ST",,,,,,"Hartford","CT","06106","41.750837","-72.691495","N","C","1","4","511","Lock-out","00:16:07"
"08:06:25","2015-10-13T00:00:00.000","15-0286012","08","15732","84",,"WARD","ST",,,,,,"Hartford","CT","06106","41.75593","-72.686891","N","D","1","1","321","EMS call, excluding vehicle accident with injury","08:11:03"
"15:07:27","2015-10-13T00:00:00.000","15-0286040","16","05429","500",,"BLUE HILLS","AV",,,,,,"Hartford","CT","06112","41.799418","-72.695573","N","D","1","1","311","Medical assist, assist EMS crew","15:11:25"
"18:01:04","2015-10-13T00:00:00.000","15-0286055","11","19378","16",,"EVERGREEN","AV",,,,,,"Hartford","CT","06105","41.765733","-72.7094","N","D","1","1","611","Dispatched & cancelled en route",
"13:09:15","2015-10-13T00:00:00.000","15-0286029","08","21155","160",,"LAWRENCE","ST",,,,,,"Hartford","CT","06106","41.760238","-72.6884","N","D","1","1","300","Rescue, EMS incident, other","13:13:24"
"08:10:51","2015-10-13T00:00:00.000","15-0286013","01","24434","9",,"WYLLYS","ST",,,,,,"Hartford","CT","06106","41.755422","-72.676211","N","D","1","1","733","Smoke detector activation due to malfunction","08:14:17"
"08:33:41","2015-10-13T00:00:00.000","15-0286015","16","03290","738",,"TOWER","AV",,,,,,"Hartford","CT","06112","41.800723","-72.696445","N","D","1","3","531","Smoke or odor removal","08:37:00"
"19:19:52","2015-10-13T00:00:00.000","15-0286064","09","37339","132",,"AMHERST","ST",,,,,,"Hartford","CT","06114","41.726714","-72.69714","N","D","1","1","311","Medical assist, assist EMS crew","19:26:00"
"13:30:00","2015-10-13T00:00:00.000","15-0286030","10","25647","770",,"WETHERSFIELD","AV",,,,,,"Hartford","CT","06114","41.734677","-72.670869","N","D","1","3","745","Alarm system activation, no fire - unintentional","13:33:25"
"00:47:48","2015-10-13T00:00:00.000","15-0286003","01","24991","76",,"VAN BLOCK","AV",,,,,,"Hartford","CT","06106","41.755475","-72.6659","N","C","1","1","311","Medical assist, assist EMS crew","00:55:44"
"16:21:45","2015-10-13T00:00:00.000","15-0286046","05","19962","108",,"SARGEANT","ST",,,,,,"Hartford","CT","06105","41.775","-72.6906","N","D","1","1","324","Motor Vehicle Accident with no injuries","16:26:55"
"21:26:25","2015-10-13T00:00:00.000","15-0286076","01","00000",,,"ELM","ST",,"MAIN",,"ST",,"Hartford","CT","06103","41.761656","-72.67503","N","D","1","1","622","No Incident found on arrival at dispatch address","21:30:34"
"18:28:30","2015-10-13T00:00:00.000","15-0286060","14","00000",,,"BLUE HILLS","AV",,"THOMASTON",,"ST",,"Hartford","CT","06112","41.7927","-72.6977","N","D","1","1","622","No Incident found on arrival at dispatch address","18:34:15"
"15:39:09","2015-10-13T00:00:00.000","15-0286041","08","21282","140",,"RUSS","ST",,,,,,"Hartford","CT","06106","41.7613","-72.6873","N","D","1","1","300","Rescue, EMS incident, other","15:43:13"
"13:47:07","2015-10-13T00:00:00.000","15-0286034","07","07260","314",,"CAPEN","ST",,,,,,"Hartford","CT","06112","41.786702","-72.686808","N","D","1","1","321","EMS call, excluding vehicle accident with injury","13:51:36"
"17:42:22","2015-10-13T00:00:00.000","15-0286049","11","22983","6",,"NEW PARK","AV",,,,,,"Hartford","CT","06106","41.756957","-72.706379","N","D","1","1","112","Fires in structure other than in a building","17:46:01"
"13:59:56","2015-10-12T00:00:00.000","15-0285037","05","00000",,,"NILES","ST",,"SIGOURNEY",,"ST",,"Hartford","CT","06105","41.7689","-72.6937","N","C","1","1","500","Service Call, other","14:01:45"
"02:30:39","2017-02-05T00:00:00.000","17-0036007","07","08210","2940",,"MAIN","ST",,,,,,"Hartford","CT","06120","41.793318","-72.666769","N","D","1","1","154","Dumpster or other outside trash receptacle fire","02:37:48"
"15:59:14","2015-10-13T00:00:00.000","15-0286043","14","01535","88",,"BURLINGTON","ST",,,,,,"Hartford","CT","06112","41.788294","-72.702738","N","D","1","1","552","Police matter","16:03:41"
"10:46:28","2015-10-13T00:00:00.000","15-0286021","11","09663","575",,"FARMINGTON","AV",,,,,,"Hartford","CT","06105","41.765938","-72.712","N","D","1","1","321","EMS call, excluding vehicle accident with injury","10:51:05"
"17:37:18","2015-10-13T00:00:00.000","15-0286048","11","10063","150",,"SOUTH WHITNEY","ST",,,,,,"Hartford","CT","06105","41.761553","-72.709694","N","D","1","1","321","EMS call, excluding vehicle accident with injury","17:40:44"
"11:02:10","2015-10-13T00:00:00.000","15-0286022","01",,"20",,"PROSPECT","ST",,,,,,"Hartford","CT","06103","41.76268","-72.673","N","D","1","3","745","Alarm system activation, no fire - unintentional","11:07:17"
"17:16:30","2015-06-14T00:00:00.000","15-0165044","05","11308","270",,"SIGOURNEY","ST",,,,,,"Hartford","CT","06105","41.774667","-72.6925","N","C","1","1","511","Lock-out","17:25:13"
"21:06:59","2015-10-13T00:00:00.000","15-0286074","11","10287","531",,"FARMINGTON","AV",,,,,,"Hartford","CT","06105","41.7662","-72.7095","N","D","1","1","743","Smoke detector activation, no fire - unintentional","21:10:57"
"12:07:53","2015-10-13T00:00:00.000","15-0286025","05","00000",,,"ASHLEY","ST",,"SIGOURNEY",,"ST",,"Hartford","CT","06105","41.7743","-72.6926","N","D","1","1","321","EMS call, excluding vehicle accident with injury","12:11:04"
"23:12:10","2015-10-13T00:00:00.000","15-0286083","02","00000",,,"BEDFORD","ST",,"MATHER",,"ST",,"Hartford","CT","06120","41.78","-72.6841","N","D","1","1","300","Rescue, EMS incident, other","23:18:29"
"13:37:10","2015-10-13T00:00:00.000","15-0286032","08","15618","344",,"JEFFERSON","ST",,,,,,"Hartford","CT","06106","41.755084","-72.689356","N","D","1","1","300","Rescue, EMS incident, other","13:40:31"
"12:47:24","2015-10-13T00:00:00.000","15-0286028","01","25111","54",,"NORWICH","ST",,,,,,"Hartford","CT","06106","41.755188","-72.670975","N","D","1","4","311","Medical assist, assist EMS crew","12:51:29"
"19:11:36","2015-10-13T00:00:00.000","15-0286062","15","32830","249",,"NEW BRITAIN","AV",,,,,,"Hartford","CT","06106","41.743388","-72.69077","N","D","1","1","311","Medical assist, assist EMS crew","19:14:20"
"21:29:07","2015-10-13T00:00:00.000","15-0286077","08","15214","200",,"PARK","TER",,,,,,"Hartford","CT","06106","41.7565","-72.69424","N","D","1","1","553","Public service","21:33:22"
