"fiscal_year","department_name","vendor_name","dollar_amount","transaction_id","data_source","vendor_id","zip","payment_method","supplier_city"
"2015","AIRPORTS","U S BANK TRUST NA","100000000","2000188017","LAWA-SAP","101691","90012","CHECK","LOS ANGELES"
"2015","CITY EMPLOYEES RETIREMENT SYSTEM","CITY TREASURER","99000000","AD26150000001904","FMS","100004903",,"CHECK",
"2015","PENSION","THE NORTHERN TRUST COMPANY","99000000","AD26150000002086","FMS","100020482","90012","CHECK",
"2015","PENSION","THE NORTHERN TRUST COMPANY","99000000","AD26150000002087","FMS","100020482","90012","CHECK",
"2015","PENSION","THE NORTHERN TRUST COMPANY","99000000","AD26150000002088","FMS","100020482","90012","CHECK",
"2015","PENSION","THE NORTHERN TRUST COMPANY","99000000","AD26150000002089","FMS","100020482","90012","CHECK",
"2015","CITY EMPLOYEES RETIREMENT SYSTEM","CITY TREASURER","98000000","AD26150000001905","FMS","100004903",,"CHECK",
"2015","CITY EMPLOYEES RETIREMENT SYSTEM","CITY TREASURER","97000000","AD26150000001906","FMS","100004903",,"CHECK",
"2015","CITY EMPLOYEES RETIREMENT SYSTEM","CITY TREASURER","96000000","AD26150000001907","FMS","100004903",,"CHECK",
"2015","PENSION","THE NORTHERN TRUST COMPANY","92436553","AD26150000002083","FMS","100020482","90012","CHECK",
"2015","AIRPORTS","SOUTHWEST ESCROW CORP","89500000","2000185813","LAWA-SAP","100644","90012","CHECK","LOS ANGELES"
"2015","AIRPORTS","WALSH AUSTIN JOINT VENTURE","78469773","2000180439","LAWA-SAP","109951","90012","CHECK","CHICAGO"
"2015","CITY EMPLOYEES RETIREMENT SYSTEM","CITY TREASURER","66747407","AD26150000002322","FMS","100004903",,"CHECK",
"2015","AIRPORTS","WALSH AUSTIN JOINT VENTURE","59182863","2000180440","LAWA-SAP","109951","90012","CHECK","CHICAGO"
"2015","AIRPORTS","U S BANK TRUST NA","50000000","2000188018","LAWA-SAP","101691","90012","CHECK","LOS ANGELES"
"2015","AIRPORTS","U S BANK TRUST NA","50000000","2000188019","LAWA-SAP","101691","90012","CHECK","LOS ANGELES"
