"last_updated","department","youth_program","description","phone","website","address","targeted_age_group","latitude","longitude"
"2019-07-30T00:00:00.000","Fire","Los Angeles Fire Department (LAFD-Girls Camp)","The LAFD Girls Camp is a 2-day introductory fire camp for high school girls ages 14-18.","213-893-9899","http://joinlafd.org/index.cfm?section=girlscamp","Citywide","14-24",,
"2019-07-30T00:00:00.000","Animal Services","K9 Youth Alliance Program","Brings shelter dogs together with teens to learn from each other and create bonds helping teens find self-esteem, self-determination and empathy  while enabling homeless dogs develop skills for permanent loving homes.","424-272-5992","http://www.k9youthalliance.org/","2020 N Fair Oaks Ave, Pasadena, CA 91103","14-24","34.180353","-118.150672"
"2019-07-30T00:00:00.000","Animal Services","Los Angeles Animal Services Volunteer Program","Youth ages 16-17 participate as volunteers through the LAAS Volunteer Program. Volunteers obtain training and gain experience working with shelter animals in various ways, i.e. dog walking, feeding, grooming, photographing and participating in active play groups.","888-452-7381","http://www.laanimalservices.com/volunteer/#volunteer","14409 Vanowen St., Van Nuys, CA 91405","14-24","34.1941","-118.447"
"2019-07-30T00:00:00.000","Animal Services","Los Angeles Animal Services Volunteer Program","Youth ages 16-17 participate as volunteers through the LAAS Volunteer Program. Volunteers obtain training and gain experience working with shelter animals in various ways, i.e. dog walking, feeding, grooming, photographing and participating in active play groups.","888-452-7381","http://www.laanimalservices.com/volunteer/#volunteer","957 N. Gaffey Street, San Pedro, CA 90731","14-24","33.7522","-118.294"
"2019-07-30T00:00:00.000","Animal Services","Los Angeles Animal Services Volunteer Program","Youth ages 16-17 participate as volunteers through the LAAS Volunteer Program. Volunteers obtain training and gain experience working with shelter animals in various ways, i.e. dog walking, feeding, grooming, photographing and participating in active play groups.","888-452-7381","http://www.laanimalservices.com/volunteer/#volunteer","3201 Lacy Street, Los Angeles, CA 90031","14-24","34.0835","-118.218"
"2019-07-30T00:00:00.000","Animal Services","Los Angeles Animal Services Volunteer Program","Youth ages 16-17 participate as volunteers through the LAAS Volunteer Program. Volunteers obtain training and gain experience working with shelter animals in various ways, i.e. dog walking, feeding, grooming, photographing and participating in active play groups.","888-452-7381","http://www.laanimalservices.com/volunteer/#volunteer","1850 W. 60th St. Los Angeles, CA 90047","14-24","33.98505","-118.311"
"2019-07-30T00:00:00.000","Animal Services","Los Angeles Animal Services Volunteer Program","Youth ages 16-17 participate as volunteers through the LAAS Volunteer Program. Volunteers obtain training and gain experience working with shelter animals in various ways, i.e. dog walking, feeding, grooming, photographing and participating in active play groups.","888-452-7381","http://www.laanimalservices.com/volunteer/#volunteer","11361 West Pico Blvd., Los Angeles, CA 90064","14-24","34.03469","-118.44"
"2019-07-30T00:00:00.000","City Attorney","Victim Assistance Program","Provides victim services for victims of crime, including child victims directly or indirectly affected and LGBTQ youth.","818-832-1769","http://www.helplacrimevictims.org","10250 Etiwanda Ave, Northridge, CA 91325","Mixed","34.25643","-118.532"
"2019-07-30T00:00:00.000","Animal Services","Los Angeles Animal Services Volunteer Program","Youth ages 16-17 participate as volunteers through the LAAS Volunteer Program. Volunteers obtain training and gain experience working with shelter animals in various ways, i.e. dog walking, feeding, grooming, photographing and participating in active play groups.","888-452-7381","http://www.laanimalservices.com/volunteer/#volunteer","20655 Plummer Street, Chatsworth, CA 91311","14-24","34.24287","-118.584"
"2019-07-30T00:00:00.000","Animal Services","Los Angeles Animal Services Volunteer Program","Youth ages 12-15 participate as volunteers through the LAAS Volunteer Program with an adult sponsor. Volunteers obtain training and gain experience working with shelter animals in various ways, i.e.. Dog walking, feeding, grooming, photographing and participating in active play groups.","888-452-7381","http://www.laanimalservices.com/volunteer/#volunteer","14409 Vanowen St., Van Nuys, CA 91405","Mixed","34.1941","-118.447"
"2019-07-30T00:00:00.000","Animal Services","Los Angeles Animal Services Volunteer Program","Youth ages 12-15 participate as volunteers through the LAAS Volunteer Program with an adult sponsor. Volunteers obtain training and gain experience working with shelter animals in various ways, i.e.. Dog walking, feeding, grooming, photographing and participating in active play groups.","888-452-7381","http://www.laanimalservices.com/volunteer/#volunteer","957 N. Gaffey Street, San Pedro, CA 90731","Mixed","33.7522","-118.294"
"2019-07-30T00:00:00.000","Animal Services","Los Angeles Animal Services Volunteer Program","Youth ages 12-15 participate as volunteers through the LAAS Volunteer Program with an adult sponsor. Volunteers obtain training and gain experience working with shelter animals in various ways, i.e.. Dog walking, feeding, grooming, photographing and participating in active play groups.","888-452-7381","http://www.laanimalservices.com/volunteer/#volunteer","3201 Lacy Street, Los Angeles, CA 90031","Mixed","34.0835","-118.218"
"2019-07-30T00:00:00.000","Animal Services","Los Angeles Animal Services Volunteer Program","Youth ages 12-15 participate as volunteers through the LAAS Volunteer Program with an adult sponsor. Volunteers obtain training and gain experience working with shelter animals in various ways, i.e.. Dog walking, feeding, grooming, photographing and participating in active play groups.","888-452-7381","http://www.laanimalservices.com/volunteer/#volunteer","1850 W. 60th St. Los Angeles, CA 90047","Mixed","33.98505","-118.311"
"2019-07-30T00:00:00.000","Animal Services","Los Angeles Animal Services Volunteer Program","Youth ages 12-15 participate as volunteers through the LAAS Volunteer Program with an adult sponsor. Volunteers obtain training and gain experience working with shelter animals in various ways, i.e.. Dog walking, feeding, grooming, photographing and participating in active play groups.","888-452-7381","http://www.laanimalservices.com/volunteer/#volunteer","11361 West Pico Blvd., Los Angeles, CA 90064","Mixed","34.03469","-118.44"
"2019-07-30T00:00:00.000","Animal Services","Los Angeles Animal Services Volunteer Program","Youth ages 12-15 participate as volunteers through the LAAS Volunteer Program with an adult sponsor. Volunteers obtain training and gain experience working with shelter animals in various ways, i.e.. Dog walking, feeding, grooming, photographing and participating in active play groups.","888-452-7381","http://www.laanimalservices.com/volunteer/#volunteer","20655 Plummer Street, Chatsworth, CA 91311","Mixed","34.24287","-118.584"
"2019-07-30T00:00:00.000","Animal Services","K9 Connection","Brings shelter dogs together with High School teens to break through learning and life barriers by training and bonding.","310-508-0706","http://www.k9connection.org/","2116 Arlington Ave #100, Los Angeles, CA. 90018","14-24","34.03746","-118.318"
"2019-07-30T00:00:00.000","City Administrative Officer","Summer Internship Program at the Office of the City Administrative Officer","Summer Internship program for college students or recent graduates who express interest in pursuing a career in government. Interns are provided the opportunity to apply classroom learning in a professional environment and gain coveted work experience in public service.","213-473-7500",,"200 N Main St #1500, Los Angeles, CA 90012","14-24","34.05326","-118.242"
"2019-07-30T00:00:00.000","City Attorney","HEART - Homeless Engagement and Response Team","Provide homeless youth record clearance events to connect with services and remove barriers to housing, education, and employment.","800-399-4529","http://communityjusticeinitiative.wordpress.com/heart/","Citywide","14-24",,
"2019-07-30T00:00:00.000","City Attorney","Human Trafficking Program","Raise awareness and enforces human trafficking laws.","213-978-8100","http://www.lacityattorney.org/human-trafficking","Citywide","14-24",,
"2019-07-30T00:00:00.000","City Attorney","Neighborhood Prosecutor Program","Provides crime prevention strategies to protect communities, including local youth, through community engagement and partnerships.","213-978-7878​","http://www.lacityattorney.org/neighborhood-prosecutors","Citywide","Mixed",,
"2019-07-30T00:00:00.000","City Attorney","Neighborhood School Safety Program","Addresses safety on and around school campuses by working in partnership with LAPD, school police, and the community, and through the prosecution of crimes.",,"http://www.lacityattorney.org/schoolsafety","Citywide","Mixed",,
"2019-07-30T00:00:00.000","City Attorney","Tobacco Enforcement Operations","Youth tobacco cessation and enforcement program to reduce tobacco sales and use, including e-cigarettes and juuling.","213-202-5595","http://www.lacityattorney.org/tobacco-enforcement","Citywide","Mixed",,
"2019-07-30T00:00:00.000","City Attorney","Truancy Prevention Program","Educates students, parents, and guardians regarding legal obligations to attend school; assesses for factors contributing to absenteeism; connects youth with services; enforces truancy laws as necessary to gain compliance.",,"http://da.co.la.ca.us/operations/truancy-prevention","Citywide","Mixed",,
"2019-07-30T00:00:00.000","City Attorney","Victim Assistance Program","Provides victim services for victims of crime, including child victims directly or indirectly affected and LGBTQ youth.","323-786-5413","http://www.helplacrimevictims.org","7600 S Broadway, Los Angeles, CA 90003","Mixed","33.97061","-118.278"
"2019-07-30T00:00:00.000","City Attorney","Victim Assistance Program","Provides victim services for victims of crime, including child victims directly or indirectly affected and LGBTQ youth.","213-486-0765","http://www.helplacrimevictims.org","251 E 6th St, Los Angeles, CA 90014","Mixed","34.04382","-118.247"
"2019-07-30T00:00:00.000","City Attorney","Victim Assistance Program","Provides victim services for victims of crime, including child victims directly or indirectly affected and LGBTQ youth.","213-978-4537","http://www.helplacrimevictims.org","221 N Figueroa St, Suite #100 Los Angeles, CA 90012","Mixed","34.05882","-118.251"
"2019-07-30T00:00:00.000","City Attorney","Victim Assistance Program","Provides victim services for victims of crime, including child victims directly or indirectly affected and LGBTQ youth.",,"http://www.helplacrimevictims.org","1801 Marengo St, Los Angeles, CA 90033","Mixed","34.0587","-118.212"
