"department_code","fiscal_year","project_category","major_project","project_code","jrnl_doc_code_dept_id","jrnl_doc_ref_code_dept_id","jrnl_doc_record_date","jrnl_doc_accounting_line","fund","appropriation","appropriation_name","work_order","work_order_name","task","task_name","sub_task","sub_task_name","closing_classification","closing_classification_name","labor_cost","non_labor_cost","total_expenses"
"10","2021","CRF","2","CRF","AD,26,210000025616","PRM,78,210000024097","11/5/2020","1","63M","10T614","19020-19040 VANOWEN STREET","E1908774","VANALDEN ST AND ARCHWOOD ST.-BRIDGE HOUSING","AXP","EXPENSE ITEM/ALLOWABLE","G","EXPENSE ITEM/ALLOWABLE","10","Cash Expenditures","0.00","139503.00","139503"
"10","2021","CRF","2","CRF","AD,26,210000025616","PRM,78,210000024097","11/5/2020","1","63M","10T614","19020-19040 VANOWEN STREET","E1908774","VANALDEN ST AND ARCHWOOD ST.-BRIDGE HOUSING","AXP","EXPENSE ITEM/ALLOWABLE","G","EXPENSE ITEM/ALLOWABLE","11","Accrued Expenditures","0.00","-139503.00","-139503"
"10","2021","CRF","2","CRF","AD,26,210000025616","PRM,78,210000024097","11/5/2020","2","63M","10T614","19020-19040 VANOWEN STREET","E1908774","VANALDEN ST AND ARCHWOOD ST.-BRIDGE HOUSING","AXP","EXPENSE ITEM/ALLOWABLE","G","EXPENSE ITEM/ALLOWABLE","10","Cash Expenditures","0.00","5551.65","5551.65"
"10","2021","CRF","2","CRF","AD,26,210000025616","PRM,78,210000024097","11/5/2020","2","63M","10T614","19020-19040 VANOWEN STREET","E1908774","VANALDEN ST AND ARCHWOOD ST.-BRIDGE HOUSING","AXP","EXPENSE ITEM/ALLOWABLE","G","EXPENSE ITEM/ALLOWABLE","11","Accrued Expenditures","0.00","-5551.65","-5551.65"
"10","2021","CRF","2","CRF","AD,26,210000025616","PRM,78,210000024097","11/5/2020","3","63M","10T614","19020-19040 VANOWEN STREET","E1908774","VANALDEN ST AND ARCHWOOD ST.-BRIDGE HOUSING","AXP","EXPENSE ITEM/ALLOWABLE","G","EXPENSE ITEM/ALLOWABLE","10","Cash Expenditures","0.00","8398.65","8398.65"
"10","2021","CRF","2","CRF","AD,26,210000025616","PRM,78,210000024097","11/5/2020","3","63M","10T614","19020-19040 VANOWEN STREET","E1908774","VANALDEN ST AND ARCHWOOD ST.-BRIDGE HOUSING","AXP","EXPENSE ITEM/ALLOWABLE","G","EXPENSE ITEM/ALLOWABLE","11","Accrued Expenditures","0.00","-8398.65","-8398.65"
"10","2021","CRF","2","CRF","AD,26,210000025616","PRM,78,210000024097","11/5/2020","4","63M","10T614","19020-19040 VANOWEN STREET","E1908774","VANALDEN ST AND ARCHWOOD ST.-BRIDGE HOUSING","AXP","EXPENSE ITEM/ALLOWABLE","G","EXPENSE ITEM/ALLOWABLE","10","Cash Expenditures","0.00","11245.65","11245.65"
"10","2021","CRF","2","CRF","AD,26,210000025616","PRM,78,210000024097","11/5/2020","4","63M","10T614","19020-19040 VANOWEN STREET","E1908774","VANALDEN ST AND ARCHWOOD ST.-BRIDGE HOUSING","AXP","EXPENSE ITEM/ALLOWABLE","G","EXPENSE ITEM/ALLOWABLE","11","Accrued Expenditures","0.00","-11245.65","-11245.65"
"10","2021","CRF","2","CRF","AD,26,210000025616","PRM,78,210000024097","11/5/2020","5","63M","10T614","19020-19040 VANOWEN STREET","E1908774","VANALDEN ST AND ARCHWOOD ST.-BRIDGE HOUSING","AXP","EXPENSE ITEM/ALLOWABLE","G","EXPENSE ITEM/ALLOWABLE","10","Cash Expenditures","0.00","4412.85","4412.85"
"10","2021","CRF","2","CRF","AD,26,210000025616","PRM,78,210000024097","11/5/2020","5","63M","10T614","19020-19040 VANOWEN STREET","E1908774","VANALDEN ST AND ARCHWOOD ST.-BRIDGE HOUSING","AXP","EXPENSE ITEM/ALLOWABLE","G","EXPENSE ITEM/ALLOWABLE","11","Accrued Expenditures","0.00","-4412.85","-4412.85"
