"fiscal_year","fiscal_month_name","department_name","revenue_source_name","revenue_collected","fund_name","revenue_source_class_name","revenue_source_category_name","revenue_source_category","fiscal_month","fiscal_period","fund","department","revenue_source_class","revenue_source"
"2014","NOVEMBER","ANIMAL SERVICES","ADDL INTERFD TRANS-RES FD NON REIM","128064","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","OTHER FINANCING SOURCES","56","5","201405","100","6","569","5692"
"2014","DECEMBER","ANIMAL SERVICES","ADDL INTERFD TRANS-RES FD NON REIM","1000","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","OTHER FINANCING SOURCES","56","6","201406","100","6","569","5692"
"2014","OCTOBER","ANIMAL SERVICES","ANIMAL IMPOUNDMENT FEES","25169.5","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","4","201404","100","6","417","4173"
"2014","JANUARY","ANIMAL SERVICES","ANIMAL IMPOUNDMENT FEES","16192","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","7","201407","100","6","417","4173"
"2014","NOVEMBER","ANIMAL SERVICES","ANIMAL IMPOUNDMENT FEES","15317","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","5","201405","100","6","417","4173"
"2014","SEPTEMBER","ANIMAL SERVICES","ANIMAL IMPOUNDMENT FEES","19462","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","3","201403","100","6","417","4173"
"2014","MAY","ANIMAL SERVICES","ANIMAL IMPOUNDMENT FEES","9849","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","11","201411","100","6","417","4173"
"2014","FEBRUARY","ANIMAL SERVICES","ANIMAL IMPOUNDMENT FEES","5812","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","8","201408","100","6","417","4173"
"2014","AUGUST","ANIMAL SERVICES","ANIMAL IMPOUNDMENT FEES","20963","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","2","201402","100","6","417","4173"
"2014","MARCH","ANIMAL SERVICES","ANIMAL IMPOUNDMENT FEES","22544","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","9","201409","100","6","417","4173"
"2014","APRIL","ANIMAL SERVICES","ANIMAL IMPOUNDMENT FEES","14929","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","10","201410","100","6","417","4173"
"2014","JUNE","ANIMAL SERVICES","ANIMAL IMPOUNDMENT FEES","32127.46","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","12","201412","100","6","417","4173"
"2014","DECEMBER","ANIMAL SERVICES","ANIMAL IMPOUNDMENT FEES","6847","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","6","201406","100","6","417","4173"
"2014","APRIL","ANIMAL SERVICES","ANIMAL PICK-UP FEES","938","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","10","201410","100","6","417","4172"
"2014","JUNE","ANIMAL SERVICES","ANIMAL PICK-UP FEES","1400","GENERAL FUND (GENERAL BUDGET)","ANIMAL SHELTER FEE & CHARGES","CHARGES FOR CURRENT SERVICES","40","12","201412","100","6","417","4172"
