"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","5.6565127","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"10",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","5.2471766","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","0.98295188","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"12",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","2.2648497","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"13",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","4.3079429","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"14",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","6.8024249","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"15",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","8.2696953","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"2",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","3.9559765","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"3",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","2.8736751","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"4",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","1.5517889","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"5",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","1.1637447","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"6",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","5.0603905","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"7",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","4.6163788","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"8",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","9.8539982","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"9",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","9.2458868","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","HOUSEHOLDS WITH PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"CITY TOTAL",,,"2013",,,"04-11-2017","%","SHARE OF ALL HOUSEHOLDS","4.3","U.S. CENSUS BUREAU; BEACON ECONOMICS"
