"store","address","city","state","zip_code","hours","phone","web_link","latitude","longitude"
"NorthGate Market","2323 W. Olympic Blvd","Los Angeles","CA","90006","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(213) 249-9173","https://www.northgatemarket.com/","34.052496","-118.283121"
"NorthGate Market","425 S. Soto Street","Los Angeles","CA","90033","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(323) 262-0595","https://www.northgatemarket.com/","34.0398","-118.21254"
"NorthGate Market","944 E. Slauson Avenue","Los Angeles","CA","90011","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(323) 846-8804","https://www.northgatemarket.com/","33.98912","-118.25799"
"NorthGate Market","2633 Santa Ana Street","South Gate","CA","90280","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(323) 277-3000","https://www.northgatemarket.com/","33.964691","-118.223982"
"NorthGate Market","6801 S Atlantic Ave","Bell","CA","90201","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(323) 562-2188","https://www.northgatemarket.com/","33.973764","-118.188151"
"NorthGate Market","10801 Prairie Avenue","Inglewood","CA","90303","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(310) 419-4091","https://www.northgatemarket.com/","33.938062","-118.343885"
"NorthGate Market","9101 E Telegraph Rd","Pico Rivera","CA","90660","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(562) 949-6143","https://www.northgatemarket.com/","33.960172","-118.107755"
"NorthGate Market","4700 Inglewood Blvd","Culver City","CA","90230","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(310) 390-9639","https://www.northgatemarket.com/","33.993463","-118.415368"
"NorthGate Market","15107 S Atlantic Avenue","E Rancho Dominguez","CA","90221","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(310) 639-1300","https://www.northgatemarket.com/","33.896099","-118.193248"
"NorthGate Market","3930 W Rosecrans Ave","Hawthorne","CA","90250","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(310) 973-1079","https://www.northgatemarket.com/","33.900355","-118.343028"
"NorthGate Market","3828 N Peck Rd","El Monte","CA","91732","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(626) 442-8200","https://www.northgatemarket.com/","34.075024","-118.021233"
"NorthGate Market","16259 Paramount Blvd","Paramount","CA","90723","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(562) 259-9950","https://www.northgatemarket.com/","33.886576","-118.161801"
"NorthGate Market","11660 E. Firestone Blvd","Norwalk","CA","90650","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(562) 863-8203","https://www.northgatemarket.com/","33.913292","-118.083071"
"NorthGate Market","4700 Cherry Avenue","Long Beach","CA","90807","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(562) 423-1300","https://www.northgatemarket.com/","33.845297","-118.166981"
"NorthGate Market","831 N Hacienda Blvd","La Puente","CA","91744","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(626) 435-1440","https://www.northgatemarket.com/","34.034319","-117.950101"
"NorthGate Market","1320 W Francisquito Ave","West Covina","CA","91790","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(626) 919-5183","https://www.northgatemarket.com/","34.052631","-117.954434"
"NorthGate Market","2120 Pacific Avenue","Long Beach","CA","90806","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(562) 599-5075","https://www.northgatemarket.com/","33.795799","-118.193146"
"NorthGate Market","W. Pacific Coast Hwy","Wilmington","CA","90744","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(714) 627 - 5089","https://www.northgatemarket.com/","33.790241","-118.27721"
"NorthGate Market","2038 E. 10th Street","Long Beach","CA","90804","7 AM to 8 AM (65+, Deshabilitados, Embarazadas)","(562) 438-1062","https://www.northgatemarket.com/","33.778475","-118.167103"
"Vallarta","13940 Ramona Blvd","Baldwin Park","CA","91706","7am to 8am; Seniors, disabled people, and pregnant people","(626) 480-8960","https://vallartasupermarkets.com/","34.083488","-117.968736"
"Vallarta","3425 Whittier Blvd.","Los Angeles","CA","90023","7am to 8am; Seniors, disabled people, and pregnant people","(323) 980-4400","https://vallartasupermarkets.com/","34.02751","-118.200007"
"Vallarta","655 N Fair Oaks Av","Pasadena","CA","91103","7am to 8am; Seniors, disabled people, and pregnant people","(626) 204-6960","https://vallartasupermarkets.com/","34.156827","-118.151582"
"Vallarta","9011 Woodman Ave.","Arleta","CA","91331","7am to 8am; Seniors, disabled people, and pregnant people","(818) 920-2700","https://vallartasupermarkets.com/","34.233162","-118.439104"
"Vallarta","10950 Sherman Way","Burbank","CA","91505","7am to 8am; Seniors, disabled people, and pregnant people","(818) 526-0081","https://vallartasupermarkets.com/","34.200261","-118.368592"
"Vallarta","21208 Sherman Way","Canoga Park","CA","91303","7am to 8am; Seniors, disabled people, and pregnant people","(818) 346-1665","https://vallartasupermarkets.com/","34.200868","-118.594551"
