"bfy","fiscal_year","fiscal_period","fiscal_period_name","department","department_name","cafr_type","departmental_indicator","fund_group","fund_group_name","fund_type","fund_type_name","fund","fund_name","appropriation_group","appropriation_group_name","appropriation_type","appropriation_type_name","appropriation","appropriation_name","revenue_source_category","revenue_source_category_name","revenue_source_class","revenue_source_class_name","revenue_source","revenue_source_name","activity","activity_name","activity_group","activity_group_name","adopted_expense_budget","cash_expense","amended_expense_budget","transfer_in_expense_budget","transfer_out_expense_budget","current_expense_budget","allotment_period","allotment_amount","encumbered","pre_encumbered","uncommitted","adopted_revenue_budget","amended_revenue_budget","current_revenue_budget","collected_earned_revenue"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","G","GENERAL FUND","100","GENERAL FUND (GENERAL BUDGET)","SAL","SALARIES AND BENEFITS","1.0","ANNUAL (BFY) APPROPRIATION","001070","SALARIES AS NEEDED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","7001","FIELD FORCES","A","COMMUNITY SAFETY","0","14546.07","0","0","0","0",,"0","0","0","-14546.07","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","R","SPECIAL REVENUE","339","POLICE DEPT GRANT",,,"2.0","CONTINUING APPROPRIATION","70V555","2021 PORT SECURITY GRANT PROGRAM",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","G","GENERAL FUND","100","GENERAL FUND (GENERAL BUDGET)",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","56.0","OTHER FINANCING SOURCES","561.0","INTERFUND OPERATING TRANSFER","5667.0","INTERFD OPER TRANS-CANNABIS REG. SP.REV. TRUST FUND",,"NOT ENTERED",,"NOT ENTERED","0","0","0","0","0","0",,"0","0","0","0","0","0","0","37584"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","G","GENERAL FUND","100","GENERAL FUND (GENERAL BUDGET)","EXP","EXPENSES","1.0","ANNUAL (BFY) APPROPRIATION","006020","OPERATING SUPPLIES",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","7050","GENERAL ADMINISTRATION AND SUPPORT","A","COMMUNITY SAFETY","0","0","0","0","0","0",,"0","0","0","-4222.7","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","G","GENERAL FUND","100","GENERAL FUND (GENERAL BUDGET)",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","7049","TECHNOLOGY SUPPORT","A","COMMUNITY SAFETY","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","G","GENERAL FUND","100","GENERAL FUND (GENERAL BUDGET)","SAL","SALARIES AND BENEFITS","1.0","ANNUAL (BFY) APPROPRIATION","001095","ACCUMULATED OVERTIME",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","7047","PERSONNEL TRAINING AND SUPPORT","A","COMMUNITY SAFETY","0","259267.51","0","0","0","0",,"0","0","0","-259267.51","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","R","SPECIAL REVENUE","339","POLICE DEPT GRANT",,,"2.0","CONTINUING APPROPRIATION","70V555","2021 PORT SECURITY GRANT PROGRAM",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","R","SPECIAL REVENUE","44D","US DEPT OF JUSTICE ASSET FORFE",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","49.0","REVENUE FR USE OF MONEY & PROP","490.0","INVESTMENT EARNINGS","4903.0","INTEREST INCOME-OTHER",,"NOT ENTERED",,"NOT ENTERED","0","0","0","0","0","0",,"0","0","0","0","0","0","0","10036.43"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","R","SPECIAL REVENUE","27K","MICLA LEASE, SERIES 2021-C (CE AND RP) ACCOUNTING FUND",,,"2.0","CONTINUING APPROPRIATION","70V140","GENERAL SERVICES",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","R","SPECIAL REVENUE","339","POLICE DEPT GRANT",,,"2.0","CONTINUING APPROPRIATION","70V569","2021 COMPREHENSIVE YOUTH VIOLENCE PREVENTION&REDUCTION GRANT",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","G","GENERAL FUND","100","GENERAL FUND (GENERAL BUDGET)","SAL","SALARIES AND BENEFITS","1.0","ANNUAL (BFY) APPROPRIATION","001092","OVERTIME SWORN",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","7049","TECHNOLOGY SUPPORT","A","COMMUNITY SAFETY","0","26996.36","0","0","0","0",,"0","0","0","-26996.36","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","R","SPECIAL REVENUE","27K","MICLA LEASE, SERIES 2021-C (CE AND RP) ACCOUNTING FUND",,,"2.0","CONTINUING APPROPRIATION","70V140","GENERAL SERVICES",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","R","SPECIAL REVENUE","339","POLICE DEPT GRANT",,,"2.0","CONTINUING APPROPRIATION","70V571","2021 COLLABORATIVE CRISIS RESPONSE TRAINING GRANT PROGRAM",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","G","GENERAL FUND","100","GENERAL FUND (GENERAL BUDGET)","EXP","EXPENSES","1.0","ANNUAL (BFY) APPROPRIATION","006010","OFFICE AND ADMINISTRATIVE",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","7005","TRAFFIC CONTROL","C","TRANSPORTATION","0","400.66","0","0","0","0",,"0","238.21","0","-638.87","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","G","GENERAL FUND","100","GENERAL FUND (GENERAL BUDGET)","SAL","SALARIES AND BENEFITS","1.0","ANNUAL (BFY) APPROPRIATION","001095","ACCUMULATED OVERTIME",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","7001","FIELD FORCES","A","COMMUNITY SAFETY","0","699985.25","0","0","0","0",,"0","0","0","-699985.25","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","R","SPECIAL REVENUE","27K","MICLA LEASE, SERIES 2021-C (CE AND RP) ACCOUNTING FUND",,,"2.0","CONTINUING APPROPRIATION","70V140","GENERAL SERVICES",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","R","SPECIAL REVENUE","339","POLICE DEPT GRANT",,,"2.0","CONTINUING APPROPRIATION","70V568","21 COMMUNITY POLICING DEVELOPMNT DE-ESCALATION TRAINING PROG",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","R","SPECIAL REVENUE","885","POLICE DEPARTMENT TRUST FUND",,,"2.0","CONTINUING APPROPRIATION","70V170","POLICE",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","0","0","51083.84","0","0","51083.84",,"51083.84","0","0","51083.84","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","R","SPECIAL REVENUE","339","POLICE DEPT GRANT",,,"2.0","CONTINUING APPROPRIATION","70V571","2021 COLLABORATIVE CRISIS RESPONSE TRAINING GRANT PROGRAM",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","G","GENERAL FUND","100","GENERAL FUND (GENERAL BUDGET)","SAL","SALARIES AND BENEFITS","1.0","ANNUAL (BFY) APPROPRIATION","001010","SALARIES GENERAL",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","9999","PROGRAM UNKNOWN","9","TEMPORARY ROLL UP","0","106401.96","0","0","0","0",,"0","0","0","-106401.96","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","G","GENERAL FUND","100","GENERAL FUND (GENERAL BUDGET)","EXP","EXPENSES","1.0","ANNUAL (BFY) APPROPRIATION","003310","TRANSPORTATION",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","7004","CUSTODY OF PERSONS AND PROPERTY","A","COMMUNITY SAFETY","0","450","0","0","0","0",,"0","0","0","-450","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","R","SPECIAL REVENUE","27K","MICLA LEASE, SERIES 2021-C (CE AND RP) ACCOUNTING FUND",,,"2.0","CONTINUING APPROPRIATION","70V733","POLICE HELICOPTER-MICLA BFY22",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"2022","2022","202209","MARCH","70","POLICE","PROTECTION OF PERSONS AND PROPERTY","DEPARTMENTAL","GOVT","GOVERNMENTAL","G","GENERAL FUND","100","GENERAL FUND (GENERAL BUDGET)","SAL","SALARIES AND BENEFITS","1.0","ANNUAL (BFY) APPROPRIATION","001010","SALARIES GENERAL",,"NOT ENTERED",,"NOT ENTERED",,"NOT ENTERED","7049","TECHNOLOGY SUPPORT","A","COMMUNITY SAFETY","0","1001720.96","0","0","0","0",,"0","0","0","-1001720.96","0","0","0","0"
