"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"10",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4255","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"8",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4315","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"CITY TOTAL",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4465","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"13",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4475","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"5",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","3830","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"4",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4330","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"12",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4800","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"15",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4565","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4875","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","6125","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"14",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4790","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"3",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4045","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"6",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4010","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"7",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4300","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"2",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","3885","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","AVERAGE PUBLIC ASSISTANCE",,"LOS ANGELES CITY",,"9",,,"2013",,,"04-11-2017","$","SHARE OF POPULATION 25 YEARS AND OLDER","4660","U.S. CENSUS BUREAU; BEACON ECONOMICS"
