"id_number","fiscal_year","department_name","vendor_name","transaction_date","dollar_amount","contract_name","authority","business_tax_registration_certificate","government_activity","fund_type","fund_name","account_name","transaction_id","expenditure_type","settlement_judgment","fiscal_month_number","fiscal_year_month","fiscal_year_quarter","calendar_month_number","calendar_month_year","calendar_month","data_source"
"8098951","2023","WATER AND POWER","FIRST AMERICAN TITLE INSURANCE COMPANY","2022-07-01T00:00:00.000","1780000","FIRST AMERICAN TITLE INSURANCE COMPANY","BR187   2",,"TRANSPORTATION, COMMERCE AND ENTERPRISE","ENTERPRISE","WATER REVENUE FUND","WATER REVENUE FUND","230040","OTHER DIRECTS AND REBATES",,"1","2023-1(JUL)","2023-01","7","JULY,2022","JULY","LADWP"
"8116533","2023","WATER AND POWER","EDISON POWER CONSTRUCTORS","2022-07-05T00:00:00.000","1053167","EDISON POWER CONSTRUCTORS","00881 042",,"TRANSPORTATION, COMMERCE AND ENTERPRISE","ENTERPRISE","POWER REVENUE FUND","POWER REVENUE FUND","597766","MATERIALS AND SUPPLIES",,"1","2023-1(JUL)","2023-01","7","JULY,2022","JULY","LADWP"
"8096326","2023","WATER AND POWER","ORACLE CORPORATION","2022-07-01T00:00:00.000","934890.81","ORACLE CORPORATION","47372B  6",,"TRANSPORTATION, COMMERCE AND ENTERPRISE","ENTERPRISE","POWER REVENUE FUND","POWER REVENUE FUND","416678","PROFESSIONAL SERVICES",,"1","2023-1(JUL)","2023-01","7","JULY,2022","JULY","LADWP"
"8099942","2023","WATER AND POWER","GENERAL ELECTRIC INTERNATIONAL, INC","2022-07-07T00:00:00.000","882530.58","GENERAL ELECTRIC INTERNATIONAL, INC","47677A  2",,"TRANSPORTATION, COMMERCE AND ENTERPRISE","ENTERPRISE","POWER REVENUE FUND","POWER REVENUE FUND","417988","PROFESSIONAL SERVICES",,"1","2023-1(JUL)","2023-01","7","JULY,2022","JULY","LADWP"
"8115916","2023","WATER AND POWER","DELOITTE & TOUCHE LLP","2022-07-05T00:00:00.000","835745","DELOITTE & TOUCHE LLP","47599A  0",,"TRANSPORTATION, COMMERCE AND ENTERPRISE","ENTERPRISE","POWER REVENUE FUND","POWER REVENUE FUND","417899","PROFESSIONAL SERVICES",,"1","2023-1(JUL)","2023-01","7","JULY,2022","JULY","LADWP"
"8099940","2023","WATER AND POWER","GENERAL ELECTRIC INTERNATIONAL, INC","2022-07-06T00:00:00.000","763100","GENERAL ELECTRIC INTERNATIONAL, INC","47677A  2",,"TRANSPORTATION, COMMERCE AND ENTERPRISE","ENTERPRISE","POWER REVENUE FUND","POWER REVENUE FUND","417983","PROFESSIONAL SERVICES",,"1","2023-1(JUL)","2023-01","7","JULY,2022","JULY","LADWP"
"8109184","2023","WATER AND POWER","EDISON POWER CONSTRUCTORS","2022-07-05T00:00:00.000","741298.79","EDISON POWER CONSTRUCTORS","00881 042",,"TRANSPORTATION, COMMERCE AND ENTERPRISE","ENTERPRISE","POWER REVENUE FUND","POWER REVENUE FUND","597803","MATERIALS AND SUPPLIES",,"1","2023-1(JUL)","2023-01","7","JULY,2022","JULY","LADWP"
"8110700","2023","WATER AND POWER","MEIDEN AMERICA SWITCHGEAR, INC","2022-07-01T00:00:00.000","712800","MEIDEN AMERICA SWITCHGEAR, INC","43793   2",,"TRANSPORTATION, COMMERCE AND ENTERPRISE","ENTERPRISE","POWER REVENUE FUND","POWER REVENUE FUND","597558","MATERIALS AND SUPPLIES",,"1","2023-1(JUL)","2023-01","7","JULY,2022","JULY","LADWP"
"8121631","2023","WATER AND POWER","OSMOSE UTILITIES SERVICES, INC","2022-07-06T00:00:00.000","679343.12","OSMOSE UTILITIES SERVICES, INC","00902 012",,"TRANSPORTATION, COMMERCE AND ENTERPRISE","ENTERPRISE","POWER REVENUE FUND","POWER REVENUE FUND","598121","MATERIALS AND SUPPLIES",,"1","2023-1(JUL)","2023-01","7","JULY,2022","JULY","LADWP"
"8113753","2023","WATER AND POWER","NTH GENERATION COMPUTING INC","2022-07-01T00:00:00.000","644679.06","NTH GENERATION COMPUTING INC","00326   8",,"TRANSPORTATION, COMMERCE AND ENTERPRISE","ENTERPRISE","POWER REVENUE FUND","POWER REVENUE FUND","597550","MATERIALS AND SUPPLIES",,"1","2023-1(JUL)","2023-01","7","JULY,2022","JULY","LADWP"
