"field_contact_key","day_of_the_week","field_contact_date","reason_code_description","age","race","sex","pat_down","enforcement","police_beat","street_number","street_name","city"
"12170","Sun","2018-12-30T13:09:00.000","TRAF STOP/GANG NARC","27","Black","Male","Yes","NONE","78","400","HOWARD ST","EVANSTON"
"12140","Sun","2018-12-30T03:50:00.000","TRAFFIC STOP","31","Black","Male","Yes",,"73","1000","DAVIS ST","EVANSTON"
"12145","Sat","2018-12-29T20:02:00.000","OTHER","30","Black","Male","Yes","ARREST",,"1700","ORRINGTON AV","EVANSTON"
"12142","Sat","2018-12-29T19:46:00.000","OTHER","62","White","Male","No","NONE",,"1700","ORRINGTON AV","EVANSTON"
"12146","Sat","2018-12-29T19:16:00.000","STREET STOP","18","Black","Male","Yes","NONE",,"7500","WESTERN","CHICAGO"
"12147","Sat","2018-12-29T16:42:00.000","STREET STOP/SUSP PERSON","52","Black","Male","Yes","NONE","74","1800","LAKE ST","EVANSTON"
"12144","Fri","2018-12-28T18:45:00.000","OTHER","23","White","Male","No","NONE","75","2400","PAYNE ST","EVANSTON"
"12139","Thu","2018-12-27T16:55:00.000","TRAFFIC STOP","18","Asian","Male","Yes",,"71","600","DEWEY AV","EVANSTON"
"12136","Thu","2018-12-27T12:49:00.000","TRAF STOP/GANG NARC","24","Black","Male","Yes",,"74","1900","GREENLEAF ST/DODGE AV","EVANSTON"
"12135","Wed","2018-12-26T15:43:00.000","OTHER","64","Black","Male","No","NONE","76","1700","BENSON AV","EVANSTON"
"12141","Sat","2018-12-22T15:13:00.000","STREET STOP","36","Black","Male","No","NONE","73","1000","LAKE ST/MAPLE AV","EVANSTON"
"12132","Fri","2018-12-21T12:14:00.000","STREET STOP","26","Black","Male","No","NONE","72","900","SHERMAN AV/MAIN ST","EVANSTON"
"12134","Wed","2018-12-19T23:45:00.000","TRAFFIC STOP","24","Black","Male","No",,"99","0","HOWARD ST/ASBURY AV","CHICAGO"
