"department","department_division","full_part_time","job_title","salary_plan","annual_salary"
"ETS","ETS Information Security","Full","Senior Cmptr/Prgrmr Anlyst-EXM","D0C - Code","81125"
"ETS","ETS Information Security","Full","Senior Cmptr/Prgrmr Anlyst-EXM","D0C - Code","91307"
"ETS","ETS Service Desk","Full","Computer Systems Analyst-EXM","D0C - Code","103549"
"ETS","ETS Service Desk","Full","Information Technology Coor","D0C - Code","60578"
"ETS","ETS-800 MHZ System","Full","Communications Supervisor","D0C - Code","88647"
"ETS","ETS-800 MHZ System","Full","Radio Operator-Technician 2","D1 - AFSCME","70433"
"ETS","ETS-800 MHZ System","Full","Radio Operator-Technician 2","D1 - AFSCME","70433"
"ETS","ETS-Application Services","Full","Computer Systems Analyst-EXM","D0C - Code","103549"
"ETS","ETS-Cin Area Geo Info Sys","Full","Computer Systems Analyst-EXM","D0C - Code","103549"
"ETS","ETS-Cin Area Geo Info Sys","Full","Computer Systems Analyst-EXM","D0C - Code","103549"
"ETS","ETS-CLEAR Information Systems","Full","Administrative Specialist-EXM","D0C - Code","76968"
"ETS","ETS-CTS Telephone System/Serv","Full","Administrative Technician-EXM","D0C - Code","58295"
"ETS","ETS-E-Gov","Full","Graphic Designer-EXM","D0C - Code","76968"
"ETS","ETS-Office Of Director","Full","Administrative Specialist-EXM","D0 - Non-Represented","71804"
"ETS","ETS-Office Of Director","Full","Clerk Typist 3","D1 - AFSCME","45519"
"ETS","ETS-Office Of Director","Full","ETS Director-EXM","D5 - Executives","143932"
"Budget","Budget & Evaluation","Full","Administrative Specialist-EXM","D0 - Non-Represented","71804"
"Buildings","B&I Permits Administration","Full","Accounting Technician 2","D1 - AFSCME","52251"
"Buildings","B&I Permits Administration","Full","Clerk Typist 3","D1 - AFSCME","45519"
"Buildings","B&I Permits Administration","Full","Supervising Management Analyst","D8 - Senior Management","71971"
"Buildings","B&I Permits Bldg Inspections","Full","Asst Spvr of Inspections","D0C - Code","80532"
"Buildings","B&I Permits Elevator Inspectio","Full","Inspector  1","D1 - AFSCME","59377"
"Buildings","B&I Permits Plumbing Inspectio","Full","Inspector  1","D1 - AFSCME","59377"
"Buildings","B&I Permits Zoning Plan Review","Full","Zoning Plan Examiner-EXM","D0C - Code","63452"
"Buildings","B&I Permits Zoning Plan Review","Full","Zoning Plan Examiner-EXM","D0C - Code","61604"
"Buildings","B&I PMCE Code Enforcement","Full","Computer Operator 2","D1 - AFSCME","53281"
"CCA","Citizen's Complaint Authority","Full","Administrative Specialist-EXM","D0 - Non-Represented","55321"
"CCA","Citizen's Complaint Authority","Full","Investigator-EXM","D0 - Non-Represented","60288"
"CCA","Citizen's Complaint Authority","Full","Senior Admin Spec-EXM","D0 - Non-Represented","79986"
"City Manager's Office","Internal Audit Division","Full","Internal Auditor-EXM","D0 - Non-Represented","65562"
"City Manager's Office","Internal Audit Division","Full","Senior Internal Auditor-EXM","D0 - Non-Represented","68459"
"City Manager's Office","Internal Audit Division","Full","Senior Internal Auditor-EXM","D0 - Non-Represented","62576"
"City Manager's Office","Ofc Environmental Sustainabili","Full","Administrative Specialist-EXM","D0 - Non-Represented","70151"
"City Manager's Office","Ofc Environmental Sustainabili","Full","Administrative Specialist-EXM","D0 - Non-Represented","71804"
"City Manager's Office","Ofc Environmental Sustainabili","Full","Environmental Programs Mgr-EXM","D5 - Executives","129044"
"City Manager's Office","Ofc Environmental Sustainabili","Full","Senior Envrnmntl/Sfty Spec-EXM","D0C - Code","88647"
"City Manager's Office","Office of Human Relations","Full","Administrative Technician-EXM","D0 - Non-Represented","54110"
"City Manager's Office","Office of Human Relations","Full","Division Manager","D8 - Senior Management","101315"
"City Manager's Office","Office of the City Manager","Full","Administrative Technician-EXM","D0 - Non-Represented","56015"
"City Manager's Office","Office of the City Manager","Full","Assistant City Manager","D5 - Executives","168948"
"City Manager's Office","Office of the City Manager","Full","Division Manager","D8 - Senior Management","119768"
"City Manager's Office","Performance & Data Analytics","Full","Management Analyst-EXM","D0 - Non-Represented","68340"
"DCED - Parking","Parking Meter Install & Maint","Full","Asst Supvr of Prkng Svcs-EXM","D0C - Code","63376"
"DCED - Parking","Parking Meter Install & Maint","Full","Clerk Typist 3","D1 - AFSCME","45519"
"DCED - Parking","Parking Meter Install & Maint","Full","Parking Enforcement Officer","D1 - AFSCME","45598"
"DCED - Parking","Parking Meter Install & Maint","Full","Parking Enforcement Officer","D1 - AFSCME","45598"
"DCED - Parking","Parking Meter Install & Maint","Full","Parking Enforcement Officer","D1 - AFSCME","44972"
"DCED - Parking","Parking Meter Install & Maint","Full","Parking Enforcement Officer","D1 - AFSCME","46363"
"DCED - Parking","Parking Meter Install & Maint","Full","Parking Enforcement Officer","D1 - AFSCME","45598"
