Ticket ID,Issue Type,Secondary Issue Type,Issue Description,Street Address,City,State,ZIP Code,Neighborhood / District,Ticket Created Date/Time,Ticket Last Updated Date/Time,Ticket Closed Date/Time,Ticket Status,Image,lat,lng,Location,SeeClickFix,Council Districts,St Pete Council Districts,Neighborhood Assn w/city,St. Petersburg Council Districts,Neighborhoods_from_b9g7_9xcx,Neighborhoods,Council Districts_from_tpgr_ahk4,St Petersburg Neighborhoods,:@computed_region_b9g7_9xcx,POLICE DISTRICT MAP,SPPD District Map,Police Crime Tracts,St Petersburg Sectors,St Pete Police CPAs GEOG,Neighborhood Associations 3-8-2018,St. Pete Police Community Policing Areas (CPA),Neighborhood Associations 5-9-2018,Neighborhood Associations 8-31-2018,Fire Station Service Areas,Fire Dispatch Grid,South St Pete - CRA
13021372,Codes Compliance,Codes Compliance,"The yard is not maintained, there is a homeless person living in the back yard who leaves food, as well he is defecating in the yard. This is a sanitary issue. Maybe someone can assist locating housing for this person.","6590 Poinsettia Ave S Saint Petersburg, Florida, 33707",St. Petersburg,Florida,,St. Petersburg / No Neighborhood,08/18/2022 12:00:36 PM,08/18/2022 12:03:39 PM,,Acknowledged,https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd0FhYmc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b84c0eaa6bd655e4b0af05e647b92664bc8127d0/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2hCaGRYUnZYMjl5YVdWdWRGUTZDbk4wY21sd1ZEb0xjbVZ6YVhwbFNTSU5NVEF3ZURFd01GNEdPd1pVT2d4bmNtRjJhWFI1U1NJTFkyVnVkR1Z5QmpzR1ZEb0xaWGgwWlc1MFNTSU1NVEF3ZURFd01BWTdCbFE9IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--987606a05f088ac27025b02d2b2476998a5ac02d/10C4A695-556F-4305-BAE3-23E51396436C.jpeg,27.7666156763732,-82.7284510166969,"(27.7666156763732, -82.7284510166969)",https://en.seeclickfix.com/issues/13021372,3,2,116,3,104,104,3,20,61,9,1,68,16,19,113,1,117,117,3,662,
13018267,Sanitation Department,Sanitation Department,My father recently passed away and now I have to get my mom out. My brothers have mental disabilities and some how in a matter of 30 days I have trash everywhere and homeless people sleeping in the yard. I have scheduled a garage pick up three time to avail. May I get a large trash bin so I can put the trash in it and that be taken away. Im asking for help. The landlord and neighbors are extremely upset that this hasn’t been taken care even though we have called several times.,"4645 39th Ave N Saint Petersburg, Florida, 33714",St. Petersburg,Florida,,St. Petersburg / No Neighborhood,08/17/2022 07:13:45 PM,08/18/2022 08:46:08 AM,,Acknowledged,https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMGdLYmc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--44014ce96172688de05b2aa51107446d6f3f4ac7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2hCaGRYUnZYMjl5YVdWdWRGUTZDbk4wY21sd1ZEb0xjbVZ6YVhwbFNTSU5NVEF3ZURFd01GNEdPd1pVT2d4bmNtRjJhWFI1U1NJTFkyVnVkR1Z5QmpzR1ZEb0xaWGgwWlc1MFNTSU1NVEF3ZURFd01BWTdCbFE9IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--987606a05f088ac27025b02d2b2476998a5ac02d/2E7306BD-A8C8-4359-B020-EDFC19FD1352.jpeg,27.8076840566878,-82.6969537524013,"(27.8076840566878, -82.6969537524013)",https://en.seeclickfix.com/issues/13018267,6,8,51,6,53,53,6,141,67,9,1,28,3,34,52,,53,50,5,345,
13017762,Homeless Issues,Homeless Issues,between 30th Avenue North and 28th Street the CSX Railway runs diagonally between them. there are about half a dozen homeless camps along here with at least a dozen people actively living back here,"3160 Morris St N St. Petersburg, FL 33713, USA",St. Petersburg,Florida,,St. Petersburg / No Neighborhood,08/17/2022 05:17:56 PM,08/18/2022 08:21:31 AM,,Acknowledged,https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL1lHYmc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d35e42349034f596c849180f6e217da80c957913/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklnMHhNREI0TVRBd1hnWTdCbFE2REdkeVlYWnBkSGxKSWd0alpXNTBaWElHT3daVU9ndGxlSFJsYm5SSklnd3hNREI0TVRBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--c6de1b85bcf6bb709fd9765dc81479dcfbbcac37/img-image-74351740910318599818883.jpg,27.8005262,-82.6695425,"(27.8005262, -82.6695425)",https://en.seeclickfix.com/issues/13017762,6,8,127,6,126,126,6,15,137,9,1,6,3,1,134,21,134,134,1,619,
13017736,Homeless Issues,Homeless Issues,very large homeless camp behind the buildings along the railway. there are two or three active camps between this location and 28th Street North,"3662 Morris St N St. Petersburg, FL 33713, USA",St. Petersburg,Florida,,St. Petersburg / No Neighborhood,08/17/2022 05:13:47 PM,08/18/2022 08:23:56 AM,,Acknowledged,https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOElHYmc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0730c601ad26288fbe6b93328d2131a947f580e8/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklnMHhNREI0TVRBd1hnWTdCbFE2REdkeVlYWnBkSGxKSWd0alpXNTBaWElHT3daVU9ndGxlSFJsYm5SSklnd3hNREI0TVRBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--c6de1b85bcf6bb709fd9765dc81479dcfbbcac37/img-image-74213598306933366817600.jpg,27.8052658,-82.674967,"(27.8052658, -82.674967)",https://en.seeclickfix.com/issues/13017736,6,8,127,6,126,126,6,15,136,9,1,206,3,1,135,21,135,135,1,619,
13013326,Homeless Issues,Homeless Issues,"There has been a homeless person living in the house next door for 4 months and I can’t locate the owner. I have called the police. I have told the owners landscaping company multiple times, but they don’t seem to care. I’m a single woman living alone and it makes me very uneasy.","737 62nd Ave N Saint Petersburg, Florida, 33702",St. Petersburg,Florida,,St. Petersburg / No Neighborhood,08/17/2022 08:05:37 AM,08/17/2022 08:10:13 AM,08/17/2022 08:10:13 AM,Closed,https://seeclickfix.com/assets/categories/homeless-012b66ad0d2b01b6fa68155d68f49d16e24a88765d270ad3bce5b754ab70178b.png,27.8287579946785,-82.644189001361,"(27.8287579946785, -82.644189001361)",https://en.seeclickfix.com/issues/13013326,4,3,14,4,14,14,4,122,75,3,2,399,2,6,14,31,14,13,4,33,
13012284,Homeless Issues,Homeless Issues,Several homeless sleeping & setting up homes in the park.,"901 North Shore Dr Ne Saint Petersburg FL 33701, United States",St. Petersburg,Florida,,St. Petersburg / No Neighborhood,08/16/2022 08:01:24 PM,08/17/2022 08:19:05 AM,08/17/2022 08:19:04 AM,Closed,https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMGJxYlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--db57b2e918bd49265bedff44c3ee9e8c536e285f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklnMHhNREI0TVRBd1hnWTdCbFE2REdkeVlYWnBkSGxKSWd0alpXNTBaWElHT3daVU9ndGxlSFJsYm5SSklnd3hNREI0TVRBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--c6de1b85bcf6bb709fd9765dc81479dcfbbcac37/image.jpg,27.7865762216976,-82.6237018690405,"(27.7865762216976, -82.6237018690405)",https://en.seeclickfix.com/issues/13012284,1,4,17,1,17,17,1,117,88,3,2,405,17,15,17,17,17,16,7,355,
13008751,Homeless Issues,Homeless Issues,"There is a young man living in a tag less dark blue van with a broken windshield that has been parked in the Subway parking lot across from our business (3300 - 4th Street N in St Petersburg, FL 33704, USA) for about 2 weeks now. We have witnessed some erratic and questionable behavior at times during business hours and would like him to relocate.","3300 4th St N Saint Petersburg, Florida, 33704",St. Petersburg,Florida,,St. Petersburg / No Neighborhood,08/16/2022 11:26:58 AM,08/16/2022 11:37:27 AM,08/16/2022 11:37:26 AM,Closed,https://seeclickfix.com/assets/categories/homeless-012b66ad0d2b01b6fa68155d68f49d16e24a88765d270ad3bce5b754ab70178b.png,27.8023220168817,-82.6388759643952,"(27.8023220168817, -82.6388759643952)",https://en.seeclickfix.com/issues/13008751,1,4,121,1,114,114,1,17,0,3,2,452,17,11,124,4,119,119,7,446,
13007037,Homeless Issues,Homeless Issues,"They have done it again! Homeless camp trashed areaTrash piled up along walkway adjacent to Gandy blvd between MLK and 94th ave.Looks like an abandoned homeless camp. tarps, trash, bicycles parts and im sure much much worse.This is a walkway that has no way for anyone to exit from it save for the ends at either MLK or 94th due to fences on both sides of walkway. it's blocked with garbage and who knows what else.The location is behind LifeStorage on 94th (1159 94th AVE North) Your going to","685-799 99th Ave N St Petersburg, FL, 33702, USA",St. Petersburg,Florida,,St. Petersburg / No Neighborhood,08/16/2022 07:45:39 AM,08/16/2022 02:20:58 PM,08/16/2022 02:20:56 PM,Closed,https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMzNPYlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6a71774ec04acd0a93fff0d26007996372b10b38/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklnMHhNREI0TVRBd1hnWTdCbFE2REdkeVlYWnBkSGxKSWd0alpXNTBaWElHT3daVU9ndGxlSFJsYm5SSklnd3hNREI0TVRBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--c6de1b85bcf6bb709fd9765dc81479dcfbbcac37/20220812_121203.jpg,27.8622128337377,-82.6441431468319,"(27.8622128337377, -82.6441431468319)",https://en.seeclickfix.com/issues/13007037,2,1,135,2,133,133,2,27,61,3,2,390,2,48,130,40,130,130,2,505,
13006947,Sanitation Department,Sanitation Department,This trash pile has been growing for several months now. There is even a sign to keep someone away from someone else named Jill. The trash is blowing around the neighborhood and now people have been dumping more onto it. There now has been more homeless people hanging out in their yard. Even one night a homeless lady had slept on my driveway and would not move. They also broke a piece of my fence off and now peep in my backyard. But the trash is out of control with them. The address is 4645 39th,"4651 39th Ave N St Petersburg, FL, 33714, USA",St. Petersburg,Florida,,St. Petersburg / No Neighborhood,08/16/2022 07:07:49 AM,08/18/2022 09:37:28 AM,,Acknowledged,https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGJPYlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c8ede98aed3bbfd7ee08d75c75708be8d626de4d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2hCaGRYUnZYMjl5YVdWdWRGUTZDbk4wY21sd1ZEb0xjbVZ6YVhwbFNTSU5NVEF3ZURFd01GNEdPd1pVT2d4bmNtRjJhWFI1U1NJTFkyVnVkR1Z5QmpzR1ZEb0xaWGgwWlc1MFNTSU1NVEF3ZURFd01BWTdCbFE9IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--987606a05f088ac27025b02d2b2476998a5ac02d/DC4D6D73-ABC4-495E-9BB8-5BC8AB29781D.jpeg,27.807434237012,-82.6969410881317,"(27.807434237012, -82.6969410881317)",https://en.seeclickfix.com/issues/13006947,6,8,51,6,53,53,6,141,67,9,1,28,3,34,52,,53,50,5,345,
12998851,Homeless Issues,Homeless Issues,Homeless sleeping in green areas consistently,"32nd St N St Petersburg, FL, 33713, USA",St. Petersburg,Florida,,St. Petersburg / No Neighborhood,08/14/2022 03:45:57 PM,08/15/2022 11:37:17 AM,08/15/2022 08:32:23 AM,Closed,https://seeclickfix.com/assets/categories/homeless-012b66ad0d2b01b6fa68155d68f49d16e24a88765d270ad3bce5b754ab70178b.png,27.7843574701349,-82.6775766789411,"(27.7843574701349, -82.6775766789411)",https://en.seeclickfix.com/issues/12998851,6,8,43,6,44,44,6,94,110,9,1,176,3,35,44,8,45,39,1,571,
